option_id,reported_cost,travel_minutes,carbon_kg,sla_risk_band
opt_01395,113.14,166,12.83,LOW
opt_01396,235.06,145,1.86,LOW
opt_01397,412.03,160,4.81,LOW
opt_01398,284.17,51,17.71,MED
opt_01399,478.11,145,11.75,HIGH
opt_01400,57.82,76,23.92,LOW
opt_01401,46.44,164,37.85,LOW
opt_01402,483.22,68,11.27,HIGH
opt_01403,313.85,137,20.43,LOW
opt_01404,259.97,148,10.62,HIGH
opt_01405,49.03,111,2.28,HIGH
opt_01406,184.7,145,23.97,LOW
opt_01407,416.3,16,23.25,MED
opt_01408,232.0,37,20.99,HIGH
opt_01409,482.28,96,21.6,HIGH
opt_01410,363.19,137,11.14,LOW
opt_01411,258.38,25,5.05,MED
opt_01412,57.38,3,34.53,MED
opt_01413,348.28,5,39.21,LOW
opt_01414,499.06,134,30.24,HIGH
opt_01415,20.89,111,27.93,HIGH
opt_01416,220.1,176,37.46,HIGH
opt_01417,185.04,15,7.15,MED
opt_01418,393.26,114,28.5,HIGH
opt_01419,35.56,96,1.28,HIGH
opt_01420,298.1,5,23.0,HIGH
opt_01421,92.46,165,2.38,MED
opt_01422,238.83,71,17.33,LOW
opt_01423,238.82,74,5.0,LOW
opt_01424,85.36,177,38.63,LOW
opt_01425,118.81,57,15.39,HIGH
opt_01426,111.96,72,27.32,LOW
opt_01427,102.48,17,28.16,MED
opt_01428,53.53,127,11.1,MED
opt_01429,165.6,103,3.03,LOW
opt_01430,18.64,91,36.56,LOW
opt_01431,411.79,72,36.57,MED
opt_01432,278.29,132,35.89,MED
opt_01433,227.87,103,16.86,HIGH
opt_01434,278.51,138,27.19,LOW
opt_01435,394.97,102,30.63,HIGH
opt_01436,287.19,98,19.42,HIGH
opt_01437,165.02,13,29.13,MED
opt_01438,441.08,95,6.02,LOW
opt_01439,151.77,27,23.72,HIGH
opt_01440,444.99,75,16.82,HIGH
opt_01441,85.67,120,25.98,HIGH
opt_01442,39.55,173,21.01,HIGH
opt_01443,266.12,41,30.78,MED
opt_01444,26.53,57,0.85,LOW
opt_01445,183.62,167,1.45,HIGH
opt_01446,306.74,121,7.18,LOW
opt_01447,50.48,76,8.17,MED
opt_01448,310.95,6,20.87,LOW
opt_01449,78.71,11,22.41,HIGH
opt_01450,456.69,134,32.45,HIGH
opt_01451,128.67,128,23.19,HIGH
opt_01452,6.68,25,39.46,HIGH
opt_01453,487.94,10,31.53,MED
opt_01454,157.86,81,5.29,LOW
opt_01455,380.14,76,20.42,LOW
opt_01456,35.69,51,5.56,LOW
opt_01457,417.65,103,8.95,MED
opt_01458,159.32,74,19.96,HIGH
opt_01459,233.57,59,10.4,LOW
opt_01460,103.66,142,11.31,MED
opt_01461,388.19,178,3.14,HIGH
opt_01462,439.14,156,22.53,HIGH
opt_01463,18.82,78,31.11,MED
opt_01464,468.63,82,4.19,MED
opt_01465,197.74,105,6.5,LOW
opt_01466,66.83,126,13.39,MED
opt_01467,199.68,178,25.83,LOW
opt_01468,374.16,9,25.3,LOW
opt_01469,79.24,133,16.7,LOW
opt_01470,135.35,31,34.69,LOW
opt_01471,441.31,30,32.57,HIGH
opt_01472,463.59,41,31.22,MED
opt_01473,379.21,149,38.17,HIGH
opt_01474,6.94,42,39.55,LOW
opt_01475,365.25,56,5.37,MED
opt_01476,198.47,52,3.1,HIGH
opt_01477,40.87,161,19.84,HIGH
opt_01478,381.88,4,38.16,HIGH
opt_01479,249.14,130,13.35,LOW
opt_01480,490.29,105,28.51,LOW
opt_01481,477.39,142,13.2,MED
opt_01482,293.47,93,1.63,HIGH
opt_01483,270.18,153,0.78,LOW
opt_01484,314.19,134,22.0,LOW
opt_01485,248.33,23,27.92,LOW
opt_01486,127.4,141,31.51,LOW
opt_01487,185.27,89,14.64,MED
opt_01488,140.54,128,38.47,HIGH
opt_01489,67.82,112,28.48,LOW
opt_01490,62.5,93,1.04,MED
opt_01491,256.75,52,0.52,HIGH
opt_01492,411.14,156,23.68,LOW
opt_01493,63.2,111,33.02,LOW
opt_01494,174.63,156,21.59,MED
opt_01495,32.22,98,26.19,LOW
opt_01496,390.23,134,14.7,HIGH
opt_01497,267.18,75,10.44,HIGH
opt_01498,95.03,80,16.36,MED
opt_01499,147.89,106,18.69,LOW
opt_01500,256.67,139,30.01,LOW
opt_01501,36.59,51,13.52,LOW
opt_01502,271.2,158,22.98,HIGH
opt_01503,272.96,160,0.18,HIGH
opt_01504,120.99,56,2.56,LOW
opt_01505,217.66,47,31.27,HIGH
opt_01506,492.41,102,32.21,LOW
opt_01507,346.07,11,24.42,MED
opt_01508,485.82,149,4.7,LOW
opt_01509,113.2,160,17.48,MED
opt_01510,23.4,56,7.99,MED
opt_01511,325.96,108,7.89,MED
opt_01512,80.55,165,24.34,LOW
opt_01513,78.85,96,9.94,MED
opt_01514,495.77,165,17.09,MED
opt_01515,186.33,128,29.89,LOW
opt_01516,342.3,83,4.16,HIGH
opt_01517,141.63,37,28.23,LOW
opt_01518,67.47,97,18.58,HIGH
opt_01519,135.51,47,6.26,LOW
opt_01520,131.4,163,31.25,LOW
opt_01521,231.42,158,18.53,MED
opt_01522,40.41,167,35.55,MED
opt_01523,98.4,56,18.18,HIGH
opt_01524,282.1,29,22.24,HIGH
opt_01525,204.68,111,38.8,MED
opt_01526,321.53,104,10.31,HIGH
opt_01527,443.77,41,27.33,HIGH
opt_01528,375.65,98,30.93,HIGH
opt_01529,372.21,68,17.85,HIGH
opt_01530,156.51,115,18.37,LOW
opt_01531,283.85,45,16.55,LOW
opt_01532,40.95,132,37.1,HIGH
opt_01533,126.72,47,15.77,LOW
opt_01534,70.49,53,37.89,LOW
opt_01535,432.13,94,21.19,LOW
opt_01536,438.34,147,26.79,LOW
opt_01537,28.42,158,32.06,MED
opt_01538,289.3,58,25.64,LOW
opt_01539,449.54,41,15.92,HIGH
opt_01540,434.5,134,39.16,LOW
opt_01541,3.01,125,13.38,HIGH
opt_01542,426.89,23,25.31,LOW
opt_01543,414.35,25,6.12,HIGH
opt_01544,480.23,34,29.99,LOW
opt_01545,42.22,84,14.68,LOW
opt_01546,67.75,148,38.17,HIGH
opt_01547,406.46,76,29.78,HIGH
opt_01548,482.69,44,35.67,HIGH
opt_01549,395.6,97,3.26,MED
opt_01550,300.25,40,3.02,MED
opt_01551,220.55,103,26.09,HIGH
opt_01552,315.95,101,32.42,LOW
opt_01553,353.9,138,35.99,LOW
opt_01554,266.83,25,0.11,MED
opt_01555,270.51,92,7.86,HIGH
opt_01556,18.9,15,35.96,LOW
opt_01557,74.56,152,30.25,MED
opt_01558,208.34,177,3.31,MED
opt_01559,486.42,178,6.42,LOW
opt_01560,93.44,76,14.86,LOW
opt_01561,65.91,132,17.99,LOW
opt_01562,48.16,20,2.15,HIGH
opt_01563,338.65,138,35.15,MED
opt_01564,168.07,86,36.57,LOW
opt_01565,404.43,133,2.5,MED
opt_01566,373.39,163,12.96,LOW
opt_01567,243.13,93,29.43,MED
opt_01568,284.06,130,31.58,MED
opt_01569,68.94,138,2.15,LOW
opt_01570,399.28,79,29.64,MED
opt_01571,229.77,82,24.28,LOW
opt_01572,185.59,132,36.28,LOW
opt_01573,343.06,50,3.47,MED
opt_01574,398.63,109,8.66,HIGH
opt_01575,303.11,155,37.11,HIGH
opt_01576,321.64,84,32.68,HIGH
opt_01577,155.03,74,0.69,MED
opt_01578,85.56,164,22.2,LOW
opt_01579,337.26,84,17.95,LOW
opt_01580,24.62,172,15.5,HIGH
opt_01581,114.2,180,37.43,LOW
opt_01582,181.69,24,17.52,MED
opt_01583,376.33,133,22.51,HIGH
opt_01584,432.52,94,16.42,HIGH
opt_01585,323.9,140,18.75,HIGH
opt_01586,161.37,25,9.84,MED
opt_01587,352.52,65,38.77,LOW
opt_01588,266.13,149,23.9,LOW
opt_01589,53.16,113,0.64,LOW
opt_01590,242.08,44,35.13,LOW
opt_01591,121.62,96,7.13,LOW
opt_01592,44.62,156,15.47,LOW
opt_01593,303.97,70,22.35,LOW
opt_01594,28.05,35,11.0,LOW
opt_01595,157.81,87,26.16,LOW
opt_01596,373.34,120,34.14,HIGH
opt_01597,490.61,14,26.69,MED
opt_01598,6.87,124,12.46,HIGH
opt_01599,124.7,162,24.54,MED
opt_01600,335.05,79,2.06,HIGH
opt_01601,418.97,10,19.38,MED
opt_01602,31.61,91,9.16,LOW
opt_01603,54.13,58,3.14,LOW
opt_01604,339.78,99,36.91,MED
opt_01605,462.95,64,21.59,LOW
opt_01606,471.47,38,6.82,HIGH
opt_01607,318.62,114,30.73,LOW
opt_01608,77.77,18,16.74,MED
opt_01609,8.84,110,18.89,MED
opt_01610,6.93,105,26.18,MED
opt_01611,183.14,107,31.1,LOW
opt_01612,82.26,61,1.82,HIGH
opt_01613,357.71,170,2.51,MED
opt_01614,297.93,110,22.93,HIGH
opt_01615,284.06,118,16.23,HIGH
opt_01616,134.66,69,10.25,MED
opt_01617,285.97,29,12.52,HIGH
opt_01618,328.27,170,19.83,MED
opt_01619,496.2,22,1.57,HIGH
opt_01620,150.31,161,33.95,MED
opt_01621,225.44,78,36.68,LOW
opt_01622,92.32,117,3.8,LOW
opt_01623,134.2,36,17.29,LOW
opt_01624,202.63,112,32.85,MED
opt_01625,126.01,110,14.47,LOW
opt_01626,182.49,115,1.63,HIGH
opt_01627,405.29,94,23.59,HIGH
opt_01628,303.66,56,7.85,MED
opt_01629,298.82,175,20.58,LOW
opt_01630,342.04,104,9.48,LOW
opt_01631,483.54,83,38.93,MED
opt_01632,142.65,117,15.15,LOW
opt_01633,223.62,148,19.72,HIGH
opt_01634,470.91,164,34.82,HIGH
opt_01635,453.83,57,13.44,HIGH
opt_01636,87.63,90,31.61,MED
opt_01637,336.81,68,11.07,MED
opt_01638,238.72,91,19.07,LOW
opt_01639,264.12,157,9.24,HIGH
opt_01640,357.46,119,3.58,MED
opt_01641,20.0,24,18.37,HIGH
opt_01642,82.77,165,20.82,LOW
opt_01643,68.9,13,34.94,MED
opt_01644,298.41,94,26.58,HIGH
opt_01645,433.79,161,10.83,LOW
opt_01646,155.02,42,35.07,MED
opt_01647,429.34,63,27.06,HIGH
opt_01648,422.15,56,5.47,MED
opt_01649,123.36,121,38.08,LOW
opt_01650,72.73,55,24.84,LOW
opt_01651,425.21,151,13.23,LOW
opt_01652,487.2,50,12.56,MED
opt_01653,41.83,139,5.7,LOW
opt_01654,409.7,171,22.67,LOW
opt_01655,389.72,177,28.36,MED
opt_01656,90.6,57,12.92,LOW
opt_01657,292.7,15,30.85,LOW
opt_01658,120.86,106,38.87,HIGH
opt_01659,302.34,66,7.1,LOW
opt_01660,9.82,176,13.0,MED
opt_01661,486.43,86,14.3,LOW
opt_01662,309.66,168,35.6,HIGH
opt_01663,352.93,79,33.95,LOW
opt_01664,262.81,104,37.42,HIGH
opt_01665,2.37,44,21.15,MED
opt_01666,393.43,59,17.31,MED
opt_01667,212.17,25,36.4,HIGH
opt_01668,348.29,137,11.88,HIGH
opt_01669,419.54,149,0.92,LOW
opt_01670,117.73,47,24.07,LOW
opt_01671,378.65,96,33.24,HIGH
opt_01672,97.83,71,25.86,HIGH
opt_01673,309.43,99,25.12,HIGH
opt_01674,455.94,159,19.82,HIGH
opt_01675,79.09,68,14.59,LOW
opt_01676,201.85,74,12.12,HIGH
opt_01677,323.42,27,36.7,HIGH
opt_01678,72.23,64,17.08,HIGH
opt_01679,411.47,117,31.11,HIGH
opt_01680,200.88,19,15.92,LOW
opt_01681,74.39,75,1.52,HIGH
opt_01682,402.1,59,1.38,LOW
opt_01683,269.11,19,34.41,MED
opt_01684,247.75,135,24.08,LOW
opt_01685,222.86,126,22.43,LOW
opt_01686,464.97,9,7.36,LOW
opt_01687,250.86,80,26.06,HIGH
opt_01688,30.75,142,37.32,LOW
opt_01689,230.3,43,39.84,LOW
opt_01690,343.8,96,3.27,HIGH
opt_01691,199.3,170,8.41,MED
opt_01692,251.75,180,23.71,HIGH
opt_01693,72.55,78,5.66,MED
opt_01694,109.77,87,0.77,MED
opt_01695,259.89,110,4.04,LOW
opt_01696,45.83,170,28.56,MED
opt_01697,162.8,158,7.65,MED
opt_01698,193.9,80,30.02,LOW
opt_01699,401.52,24,15.7,MED
opt_01700,456.64,146,24.52,MED
opt_01701,43.85,36,36.0,HIGH
opt_01702,211.85,73,28.33,LOW
opt_01703,113.26,49,18.75,LOW
opt_01704,256.73,40,3.9,LOW
opt_01705,367.45,1,23.31,MED
opt_01706,46.17,121,18.61,HIGH
opt_01707,170.15,8,26.14,HIGH
opt_01708,125.71,39,23.8,MED
opt_01709,401.63,104,33.51,MED
opt_01710,222.24,180,7.33,LOW
opt_01711,400.86,2,20.51,HIGH
opt_01712,319.04,79,38.35,MED
opt_01713,59.85,173,0.74,HIGH
opt_01714,475.61,137,8.72,HIGH
opt_01715,373.65,180,7.74,HIGH
opt_01716,375.82,115,5.34,HIGH
opt_01717,230.36,106,3.22,MED
opt_01718,183.76,170,28.36,HIGH
opt_01719,495.65,49,36.54,MED
opt_01720,286.66,66,10.43,LOW
opt_01721,334.74,149,24.59,MED
opt_01722,277.89,124,14.36,HIGH
opt_01723,365.6,144,38.7,MED
opt_01724,272.44,22,7.01,MED
opt_01725,349.77,120,36.72,LOW
opt_01726,132.58,49,27.14,LOW
opt_01727,294.98,171,4.82,HIGH
opt_01728,445.98,142,25.12,HIGH
opt_01729,132.68,8,15.09,MED
opt_01730,116.61,29,4.99,HIGH
opt_01731,202.67,70,27.42,MED
opt_01732,203.17,178,39.37,MED
opt_01733,68.25,133,9.4,LOW
opt_01734,330.05,94,12.56,MED
opt_01735,77.7,48,1.01,LOW
opt_01736,493.33,69,17.97,LOW
opt_01737,393.52,36,30.37,LOW
opt_01738,61.52,99,18.15,MED
opt_01739,284.09,13,11.66,LOW
opt_01740,308.3,132,19.15,MED
opt_01741,175.92,139,9.53,MED
opt_01742,50.25,153,24.76,LOW
opt_01743,389.24,105,36.75,LOW
opt_01744,322.22,6,9.68,LOW
opt_01745,153.7,4,31.15,HIGH
opt_01746,238.13,61,20.49,LOW
opt_01747,51.21,117,22.13,HIGH
opt_01748,483.13,109,26.47,HIGH
opt_01749,151.45,39,12.76,MED
opt_01750,26.2,129,12.07,LOW
opt_01751,275.33,42,20.55,HIGH
opt_01752,148.45,122,5.87,HIGH
opt_01753,439.17,88,33.79,LOW
opt_01754,477.45,51,8.17,HIGH
opt_01755,88.27,179,5.4,LOW
opt_01756,45.67,89,3.79,MED
opt_01757,360.24,165,16.07,MED
opt_01758,319.51,98,21.16,HIGH
opt_01759,103.44,170,37.82,LOW
opt_01760,266.41,21,39.91,MED
opt_01761,36.71,148,16.34,MED
opt_01762,335.59,161,2.85,HIGH
opt_01763,72.56,21,20.78,LOW
opt_01764,445.99,108,25.25,MED
opt_01765,143.46,25,4.76,LOW
opt_01766,6.81,102,27.38,LOW
opt_01767,99.13,25,29.84,HIGH
opt_01768,71.68,42,33.41,HIGH
opt_01769,400.09,93,32.54,MED
opt_01770,302.85,127,27.74,HIGH
opt_01771,27.25,53,11.93,LOW
opt_01772,342.92,49,32.78,LOW
opt_01773,238.95,83,4.81,MED
opt_01774,433.01,33,31.61,MED
opt_01775,244.66,108,33.41,LOW
opt_01776,336.62,48,29.54,MED
opt_01777,420.56,33,1.07,HIGH
opt_01778,466.35,61,11.39,LOW
opt_01779,101.84,150,21.71,LOW
opt_01780,60.71,77,26.87,HIGH
opt_01781,403.11,83,27.68,LOW
opt_01782,234.6,156,18.0,HIGH
opt_01783,324.5,16,3.03,HIGH
opt_01784,331.73,18,37.72,LOW
opt_01785,19.07,138,9.06,HIGH
opt_01786,91.35,36,25.22,LOW
opt_01787,359.17,72,22.91,MED
opt_01788,108.3,66,20.31,HIGH
opt_01789,123.4,164,33.24,MED
opt_01790,239.37,146,26.78,LOW
opt_01791,324.19,156,13.58,LOW
opt_01792,212.71,4,30.55,HIGH
opt_01793,57.67,9,11.58,MED
opt_01794,428.55,142,38.33,MED
opt_01795,492.03,67,10.23,MED
opt_01796,317.55,52,30.93,MED
opt_01797,190.05,138,4.01,HIGH
opt_01798,28.56,142,17.71,LOW
opt_01799,198.57,128,4.79,HIGH
opt_01800,150.62,125,12.73,HIGH
opt_01801,434.27,53,28.21,MED
opt_01802,479.51,112,16.87,MED
opt_01803,494.64,82,32.86,LOW
opt_01804,406.65,58,27.0,LOW
opt_01805,62.31,45,34.71,MED
opt_01806,209.28,10,3.49,LOW
opt_01807,370.86,180,8.9,LOW
opt_01808,445.28,12,26.88,MED
opt_01809,168.69,17,10.96,MED
opt_01810,147.83,24,16.18,LOW
opt_01811,86.2,163,10.66,LOW
opt_01812,467.26,142,1.77,MED
opt_01813,224.37,61,17.0,HIGH
opt_01814,188.06,157,12.4,LOW
opt_01815,210.69,159,12.43,LOW
opt_01816,154.89,118,9.19,MED
opt_01817,65.81,129,28.63,LOW
opt_01818,115.13,60,5.42,LOW
opt_01819,136.15,31,1.13,MED
opt_01820,169.59,166,29.41,MED
opt_01821,475.53,65,21.21,HIGH
opt_01822,313.74,152,25.98,HIGH
opt_01823,97.5,85,17.4,HIGH
opt_01824,87.64,143,38.74,LOW
opt_01825,316.85,174,36.68,HIGH
opt_01826,9.45,32,24.0,MED
opt_01827,306.13,140,25.07,HIGH
opt_01828,328.64,9,12.94,HIGH
opt_01829,473.72,31,0.35,MED
opt_01830,12.84,7,8.51,HIGH
opt_01831,173.98,28,30.33,LOW
opt_01832,242.98,76,39.13,MED
opt_01833,448.44,103,4.53,LOW
opt_01834,258.96,21,9.89,MED
opt_01835,197.76,162,1.33,HIGH
opt_01836,171.38,2,15.06,LOW
opt_01837,331.45,170,31.87,HIGH
opt_01838,203.6,16,14.85,HIGH
opt_01839,410.91,112,11.66,LOW
opt_01840,313.66,135,19.67,MED
opt_01841,299.54,129,17.77,LOW
opt_01842,36.08,172,9.4,HIGH
opt_01843,443.15,157,12.65,LOW
opt_01844,312.0,2,13.64,HIGH
opt_01845,28.7,10,23.22,LOW
opt_01846,279.42,82,9.76,HIGH
opt_01847,78.0,110,5.65,HIGH
opt_01848,339.34,57,12.39,LOW
opt_01849,110.22,80,28.14,MED
opt_01850,266.57,140,4.42,MED
opt_01851,285.22,124,10.67,LOW
opt_01852,347.91,180,18.27,HIGH
opt_01853,337.69,135,28.9,LOW
opt_01854,319.03,121,23.16,LOW
opt_01855,474.33,60,20.93,HIGH
opt_01856,168.68,54,27.07,HIGH
opt_01857,221.76,94,30.28,MED
opt_01858,325.09,15,18.98,HIGH
opt_01859,85.21,90,32.58,HIGH
opt_01860,137.02,17,17.7,MED
opt_01861,188.06,26,23.28,MED
opt_01862,455.93,91,26.94,MED
opt_01863,311.88,164,22.36,MED
opt_01864,214.3,138,24.64,LOW
opt_01865,327.0,8,8.27,MED
opt_01866,5.58,129,8.85,LOW
opt_01867,113.46,104,31.47,MED
opt_01868,349.11,89,25.46,LOW
opt_01869,151.78,103,38.45,LOW
opt_01870,339.96,62,3.63,MED
opt_01871,238.54,13,1.09,HIGH
opt_01872,2.24,167,2.95,HIGH
opt_01873,203.79,174,1.21,LOW
opt_01874,389.66,53,36.01,LOW
opt_01875,260.59,23,16.59,MED
opt_01876,371.15,32,23.1,LOW
opt_01877,422.42,40,8.46,LOW
opt_01878,165.34,69,9.33,MED
opt_01879,102.27,76,14.27,HIGH
opt_01880,337.34,97,33.96,HIGH
opt_01881,372.41,139,7.72,LOW
opt_01882,387.03,139,22.3,HIGH
opt_01883,199.25,44,13.56,LOW
opt_01884,453.51,9,27.05,MED
opt_01885,204.71,9,16.11,HIGH
opt_01886,14.2,91,28.37,HIGH
opt_01887,69.84,59,4.71,MED
opt_01888,283.46,108,24.28,HIGH
opt_01889,293.04,165,2.07,LOW
opt_01890,311.67,32,12.34,HIGH
opt_01891,172.14,158,11.41,HIGH
opt_01892,339.89,109,17.97,LOW
opt_01893,13.82,155,9.19,MED
opt_01894,52.31,168,10.64,HIGH
opt_01895,313.5,78,13.22,LOW
opt_01896,48.25,138,13.24,HIGH
opt_01897,405.69,30,11.56,HIGH
opt_01898,382.32,134,25.41,HIGH
opt_01899,82.8,160,11.94,MED
opt_01900,146.05,104,0.21,HIGH
opt_01901,251.98,96,27.38,MED
opt_01902,169.13,53,6.58,HIGH
opt_01903,318.57,3,26.23,LOW
opt_01904,259.44,160,21.18,HIGH
opt_01905,60.33,72,7.94,HIGH
opt_01906,426.59,34,23.91,LOW
opt_01907,19.33,159,15.13,LOW
opt_01908,179.18,96,14.83,LOW
opt_01909,159.54,29,12.21,MED
opt_01910,433.29,159,24.46,HIGH
opt_01911,45.41,102,2.57,LOW
opt_01912,405.79,14,1.75,MED
opt_01913,132.94,49,1.47,HIGH
opt_01914,495.22,121,12.81,HIGH
opt_01915,20.13,152,35.73,HIGH
opt_01916,460.03,38,38.66,MED
opt_01917,13.11,77,13.29,LOW
opt_01918,361.35,113,38.18,HIGH
opt_01919,217.14,76,37.42,MED
opt_01920,320.89,25,1.91,LOW
opt_01921,91.14,61,3.59,MED
opt_01922,193.77,123,31.02,LOW
opt_01923,276.4,137,28.17,HIGH
opt_01924,77.94,175,37.21,HIGH
opt_01925,358.72,94,11.19,LOW
opt_01926,27.37,3,7.71,MED
opt_01927,115.39,108,11.64,MED
opt_01928,445.65,155,13.46,MED
opt_01929,217.28,12,38.6,MED
opt_01930,184.41,29,28.73,LOW
opt_01931,373.07,85,25.1,MED
opt_01932,244.35,53,14.78,LOW
opt_01933,279.56,69,10.1,HIGH
opt_01934,149.29,10,15.21,MED
opt_01935,240.99,40,7.09,MED
opt_01936,31.99,159,34.91,MED
opt_01937,245.64,26,37.23,LOW
opt_01938,401.35,67,31.43,LOW
opt_01939,475.74,120,20.52,MED
opt_01940,8.76,152,35.6,HIGH
opt_01941,486.41,76,31.14,MED
opt_01942,431.27,176,8.75,MED
opt_01943,344.89,49,9.95,MED
opt_01944,226.93,68,6.17,HIGH
opt_01945,112.22,96,23.06,HIGH
opt_01946,239.92,25,34.3,MED
opt_01947,220.58,7,38.41,MED
opt_01948,254.62,143,0.25,MED
opt_01949,312.98,22,13.87,HIGH
opt_01950,161.67,36,35.87,HIGH
opt_01951,384.84,172,28.2,MED
opt_01952,77.08,48,23.03,LOW
opt_01953,135.42,16,23.58,LOW
opt_01954,83.0,57,8.61,HIGH
opt_01955,54.77,21,26.66,LOW
opt_01956,309.39,98,25.73,LOW
opt_01957,118.65,10,0.82,MED
opt_01958,367.86,106,22.68,MED
opt_01959,157.19,102,5.44,MED
opt_01960,132.83,47,29.7,HIGH
opt_01961,9.47,43,33.89,HIGH
opt_01962,197.86,125,10.08,MED
opt_01963,200.75,98,35.77,LOW
opt_01964,331.04,17,33.84,LOW
opt_01965,426.94,141,21.19,MED
opt_01966,212.49,8,10.36,HIGH
opt_01967,146.28,145,25.56,HIGH
opt_01968,242.91,130,25.8,MED
opt_01969,391.32,28,34.28,MED
opt_01970,410.29,55,34.39,HIGH
opt_01971,257.74,5,13.9,MED
opt_01972,487.94,119,3.7,HIGH
opt_01973,124.72,56,10.88,HIGH
opt_01974,296.53,3,31.9,MED
opt_01975,166.47,162,26.89,HIGH
opt_01976,457.45,104,33.23,LOW
opt_01977,222.18,100,14.69,LOW
opt_01978,210.34,91,12.0,LOW
opt_01979,382.6,71,27.84,LOW
opt_01980,367.46,56,6.55,MED
opt_01981,157.13,68,34.5,MED
opt_01982,297.33,97,21.58,HIGH
opt_01983,274.86,67,2.04,HIGH
opt_01984,21.7,65,12.02,HIGH
opt_01985,419.02,83,0.21,LOW
opt_01986,331.91,48,33.99,LOW
opt_01987,114.68,144,32.41,LOW
opt_01988,440.17,35,25.86,LOW
opt_01989,18.54,87,3.14,HIGH
opt_01990,330.36,100,17.65,HIGH
opt_01991,54.0,121,34.74,HIGH
opt_01992,113.16,176,21.91,HIGH
opt_01993,215.4,48,8.42,LOW
opt_01994,38.42,86,12.26,HIGH
opt_01995,432.46,21,31.45,HIGH
opt_01996,347.3,54,39.3,MED
opt_01997,39.15,159,5.15,LOW
opt_01998,35.79,3,36.25,MED
opt_01999,120.48,73,16.36,LOW
opt_02000,434.54,93,3.47,LOW
opt_02001,264.42,89,24.88,HIGH
opt_02002,459.27,69,4.48,MED
opt_02003,239.23,131,21.56,MED
opt_02004,208.84,37,33.27,MED
opt_02005,8.03,179,38.87,MED
opt_02006,210.69,104,14.57,LOW
opt_02007,262.03,68,37.4,LOW
opt_02008,42.84,172,22.53,LOW
opt_02009,419.51,70,4.1,LOW
opt_02010,90.51,99,29.72,LOW
opt_02011,5.48,97,36.66,LOW
opt_02012,491.94,67,17.41,MED
opt_02013,294.54,15,27.11,LOW
opt_02014,235.7,100,11.14,MED
opt_02015,401.35,159,25.7,MED
opt_02016,190.4,63,36.86,LOW
opt_02017,249.4,49,1.01,MED
opt_02018,499.21,137,16.88,LOW
opt_02019,437.48,29,17.65,HIGH
opt_02020,406.85,53,13.13,LOW
opt_02021,104.47,131,37.05,LOW
opt_02022,417.08,89,13.57,LOW
opt_02023,312.24,142,35.1,LOW
opt_02024,377.68,174,5.55,MED
opt_02025,353.3,110,13.85,LOW
opt_02026,347.91,48,37.49,HIGH
opt_02027,296.42,152,24.48,MED
opt_02028,197.46,124,38.05,MED
opt_02029,172.06,98,16.98,MED
opt_02030,36.03,95,14.86,HIGH
opt_02031,242.85,169,11.86,HIGH
opt_02032,313.24,70,24.38,HIGH
opt_02033,152.1,156,20.48,MED
opt_02034,41.36,78,7.27,LOW
opt_02035,47.13,56,7.76,LOW
opt_02036,76.21,8,28.2,MED
opt_02037,261.12,178,2.56,MED
opt_02038,333.41,79,2.08,MED
opt_02039,139.92,6,23.58,HIGH
opt_02040,159.01,58,22.79,MED
opt_02041,325.31,11,6.77,MED
opt_02042,385.63,82,25.35,MED
opt_02043,388.45,14,22.98,MED
opt_02044,405.09,147,2.25,LOW
opt_02045,22.9,160,30.69,HIGH
opt_02046,92.67,174,38.3,HIGH
opt_02047,449.59,40,7.27,HIGH
opt_02048,180.14,46,14.57,MED
opt_02049,379.01,71,24.79,LOW
opt_02050,456.93,8,30.11,HIGH
opt_02051,67.17,19,37.57,LOW
opt_02052,296.65,29,11.34,MED
opt_02053,258.64,115,26.64,HIGH
opt_02054,424.23,60,27.52,HIGH
opt_02055,259.05,64,14.05,LOW
opt_02056,168.86,121,24.83,MED
opt_02057,434.63,142,12.44,MED
opt_02058,266.4,112,6.36,LOW
opt_02059,90.82,93,9.51,LOW
opt_02060,89.7,133,30.92,HIGH
opt_02061,396.9,73,2.56,HIGH
opt_02062,143.12,38,27.54,HIGH
opt_02063,299.6,93,25.99,MED
opt_02064,2.62,92,4.38,HIGH
opt_02065,292.99,64,23.41,MED
opt_02066,0.51,104,20.9,HIGH
opt_02067,127.23,77,9.61,MED
opt_02068,175.37,171,11.19,LOW
opt_02069,361.42,77,11.77,LOW
opt_02070,362.22,75,17.76,HIGH
opt_02071,228.25,2,39.65,MED
opt_02072,149.45,9,0.22,LOW
opt_02073,365.98,16,0.11,MED
opt_02074,432.91,65,32.26,LOW
opt_02075,119.06,180,29.41,LOW
opt_02076,463.89,125,5.1,HIGH
opt_02077,39.13,148,27.91,MED
opt_02078,473.86,161,1.25,HIGH
opt_02079,365.23,145,6.75,MED
opt_02080,76.75,26,20.25,LOW
opt_02081,140.44,68,28.51,MED
opt_02082,10.57,6,21.97,MED
opt_02083,418.86,162,3.56,MED
opt_02084,411.57,77,30.72,HIGH
opt_02085,48.6,61,6.98,LOW
opt_02086,41.69,64,12.55,HIGH
opt_02087,88.58,172,33.47,LOW
opt_02088,31.05,129,10.23,LOW
opt_02089,230.65,71,25.5,HIGH
opt_02090,101.11,10,21.74,MED
opt_02091,372.15,158,34.22,MED
