balance_group_id,decision_id,side
B309,d32132,pos
B309,d32146,pos
B309,d32160,pos
B309,d32174,pos
B309,d32188,pos
B309,d32202,pos
B309,d32216,pos
B309,d32230,pos
B309,d32244,pos
B309,d32258,pos
B309,d32272,pos
B309,d32286,pos
B309,d32300,pos
B309,d32314,pos
B309,d32328,pos
B309,d32342,pos
B309,d32356,pos
B309,d32370,pos
B309,d32384,pos
B309,d32398,pos
B309,d32412,pos
B309,d32426,pos
B309,d32440,pos
B309,d32454,pos
B309,d32468,pos
B309,d32482,pos
B309,d32496,pos
B309,d32510,pos
B309,d32524,pos
B309,d32538,pos
B309,d32552,pos
B309,d32566,pos
B309,d32580,pos
B309,d32594,pos
B309,d32608,pos
B309,d32622,pos
B309,d32636,pos
B309,d32650,pos
B309,d32664,pos
B309,d32678,pos
B309,d32692,pos
B309,d32706,pos
B309,d32720,pos
B309,d32734,pos
B309,d32748,pos
B309,d32035,neg
B309,d32049,neg
B309,d32063,neg
B309,d32077,neg
B309,d32091,neg
B309,d32105,neg
B309,d32119,neg
B309,d32133,neg
B309,d32147,neg
B309,d32161,neg
B309,d32175,neg
B309,d32189,neg
B309,d32203,neg
B309,d32217,neg
B309,d32231,neg
B309,d32245,neg
B309,d32259,neg
B309,d32273,neg
B309,d32287,neg
B309,d32301,neg
B309,d32315,neg
B309,d32329,neg
B309,d32343,neg
B309,d32357,neg
B309,d32371,neg
B309,d32385,neg
B309,d32399,neg
B309,d32413,neg
B309,d32427,neg
B309,d32441,neg
B309,d32455,neg
B309,d32469,neg
B309,d32483,neg
B309,d32497,neg
B309,d32511,neg
B309,d32525,neg
B309,d32539,neg
B309,d32553,neg
B309,d32567,neg
B309,d32581,neg
B309,d32595,neg
B309,d32609,neg
B309,d32623,neg
B309,d32637,neg
B309,d32651,neg
B309,d32665,neg
B309,d32679,neg
B309,d32693,neg
B309,d32707,neg
B309,d32721,neg
B309,d32735,neg
B309,d32749,neg
B310,d32036,pos
B310,d32050,pos
B310,d32064,pos
B310,d32078,pos
B310,d32092,pos
B310,d32106,pos
B310,d32120,pos
B310,d32134,pos
B310,d32148,pos
B310,d32162,pos
B310,d32176,pos
B310,d32190,pos
B310,d32204,pos
B310,d32218,pos
B310,d32232,pos
B310,d32246,pos
B310,d32260,pos
B310,d32274,pos
B310,d32288,pos
B310,d32302,pos
B310,d32316,pos
B310,d32330,pos
B310,d32344,pos
B310,d32358,pos
B310,d32372,pos
B310,d32386,pos
B310,d32400,pos
B310,d32414,pos
B310,d32428,pos
B310,d32442,pos
B310,d32456,pos
B310,d32470,pos
B310,d32484,pos
B310,d32498,pos
B310,d32512,pos
B310,d32526,pos
B310,d32540,pos
B310,d32554,pos
B310,d32568,pos
B310,d32582,pos
B310,d32596,pos
B310,d32610,pos
B310,d32624,pos
B310,d32638,pos
B310,d32652,pos
B310,d32666,pos
B310,d32680,pos
B310,d32694,pos
B310,d32708,pos
B310,d32722,pos
B310,d32736,pos
B310,d32750,pos
B310,d32037,neg
B310,d32051,neg
B310,d32065,neg
B310,d32079,neg
B310,d32093,neg
B310,d32107,neg
B310,d32121,neg
B310,d32135,neg
B310,d32149,neg
B310,d32163,neg
B310,d32177,neg
B310,d32191,neg
B310,d32205,neg
B310,d32219,neg
B310,d32233,neg
B310,d32247,neg
B310,d32261,neg
B310,d32275,neg
B310,d32289,neg
B310,d32303,neg
B310,d32317,neg
B310,d32331,neg
B310,d32345,neg
B310,d32359,neg
B310,d32373,neg
B310,d32387,neg
B310,d32401,neg
B310,d32415,neg
B310,d32429,neg
B310,d32443,neg
B310,d32457,neg
B310,d32471,neg
B310,d32485,neg
B310,d32499,neg
B310,d32513,neg
B310,d32527,neg
B310,d32541,neg
B310,d32555,neg
B310,d32569,neg
B310,d32583,neg
B310,d32597,neg
B310,d32611,neg
B310,d32625,neg
B310,d32639,neg
B310,d32653,neg
B310,d32667,neg
B310,d32681,neg
B310,d32695,neg
B310,d32709,neg
B310,d32723,neg
B310,d32737,neg
B310,d32751,neg
B311,d32038,pos
B311,d32052,pos
B311,d32066,pos
B311,d32080,pos
B311,d32094,pos
B311,d32108,pos
B311,d32122,pos
B311,d32136,pos
B311,d32150,pos
B311,d32164,pos
B311,d32178,pos
B311,d32192,pos
B311,d32206,pos
B311,d32220,pos
B311,d32234,pos
B311,d32248,pos
B311,d32262,pos
B311,d32276,pos
B311,d32290,pos
B311,d32304,pos
B311,d32318,pos
B311,d32332,pos
B311,d32346,pos
B311,d32360,pos
B311,d32374,pos
B311,d32388,pos
B311,d32402,pos
B311,d32416,pos
B311,d32430,pos
B311,d32444,pos
B311,d32458,pos
B311,d32472,pos
B311,d32486,pos
B311,d32500,pos
B311,d32514,pos
B311,d32528,pos
B311,d32542,pos
B311,d32556,pos
B311,d32570,pos
B311,d32584,pos
B311,d32598,pos
B311,d32612,pos
B311,d32626,pos
B311,d32640,pos
B311,d32654,pos
B311,d32668,pos
B311,d32682,pos
B311,d32696,pos
B311,d32710,pos
B311,d32724,pos
B311,d32738,pos
B311,d32752,pos
B311,d32039,neg
B311,d32053,neg
B311,d32067,neg
B311,d32081,neg
B311,d32095,neg
B311,d32109,neg
B311,d32123,neg
B311,d32137,neg
B311,d32151,neg
B311,d32165,neg
B311,d32179,neg
B311,d32193,neg
B311,d32207,neg
B311,d32221,neg
B311,d32235,neg
B311,d32249,neg
B311,d32263,neg
B311,d32277,neg
B311,d32291,neg
B311,d32305,neg
B311,d32319,neg
B311,d32333,neg
B311,d32347,neg
B311,d32361,neg
B311,d32375,neg
B311,d32389,neg
B311,d32403,neg
B311,d32417,neg
B311,d32431,neg
B311,d32445,neg
B311,d32459,neg
B311,d32473,neg
B311,d32487,neg
B311,d32501,neg
B311,d32515,neg
B311,d32529,neg
B311,d32543,neg
B311,d32557,neg
B311,d32571,neg
B311,d32585,neg
B311,d32599,neg
B311,d32613,neg
B311,d32627,neg
B311,d32641,neg
B311,d32655,neg
B311,d32669,neg
B311,d32683,neg
B311,d32697,neg
B311,d32711,neg
B311,d32725,neg
B311,d32739,neg
B311,d32753,neg
B312,d32040,pos
B312,d32054,pos
B312,d32068,pos
B312,d32082,pos
B312,d32096,pos
B312,d32110,pos
B312,d32124,pos
B312,d32138,pos
B312,d32152,pos
B312,d32166,pos
B312,d32180,pos
B312,d32194,pos
B312,d32208,pos
B312,d32222,pos
B312,d32236,pos
B312,d32250,pos
B312,d32264,pos
B312,d32278,pos
B312,d32292,pos
B312,d32306,pos
B312,d32320,pos
B312,d32334,pos
B312,d32348,pos
B312,d32362,pos
B312,d32376,pos
B312,d32390,pos
B312,d32404,pos
B312,d32418,pos
B312,d32432,pos
B312,d32446,pos
B312,d32460,pos
B312,d32474,pos
B312,d32488,pos
B312,d32502,pos
B312,d32516,pos
B312,d32530,pos
B312,d32544,pos
B312,d32558,pos
B312,d32572,pos
B312,d32586,pos
B312,d32600,pos
B312,d32614,pos
B312,d32628,pos
B312,d32642,pos
B312,d32656,pos
B312,d32670,pos
B312,d32684,pos
B312,d32698,pos
B312,d32712,pos
B312,d32726,pos
B312,d32740,pos
B312,d32754,pos
B312,d32041,neg
B312,d32055,neg
B312,d32069,neg
B312,d32083,neg
B312,d32097,neg
B312,d32111,neg
B312,d32125,neg
B312,d32139,neg
B312,d32153,neg
B312,d32167,neg
B312,d32181,neg
B312,d32195,neg
B312,d32209,neg
B312,d32223,neg
B312,d32237,neg
B312,d32251,neg
B312,d32265,neg
B312,d32279,neg
B312,d32293,neg
B312,d32307,neg
B312,d32321,neg
B312,d32335,neg
B312,d32349,neg
B312,d32363,neg
B312,d32377,neg
B312,d32391,neg
B312,d32405,neg
B312,d32419,neg
B312,d32433,neg
B312,d32447,neg
B312,d32461,neg
B312,d32475,neg
B312,d32489,neg
B312,d32503,neg
B312,d32517,neg
B312,d32531,neg
B312,d32545,neg
B312,d32559,neg
B312,d32573,neg
B312,d32587,neg
B312,d32601,neg
B312,d32615,neg
B312,d32629,neg
B312,d32643,neg
B312,d32657,neg
B312,d32671,neg
B312,d32685,neg
B312,d32699,neg
B312,d32713,neg
B312,d32727,neg
B312,d32741,neg
B312,d32755,neg
B313,d32042,pos
B313,d32056,pos
B313,d32070,pos
B313,d32084,pos
B313,d32098,pos
B313,d32112,pos
B313,d32126,pos
B313,d32140,pos
B313,d32154,pos
B313,d32168,pos
B313,d32182,pos
B313,d32196,pos
B313,d32210,pos
B313,d32224,pos
B313,d32238,pos
B313,d32252,pos
B313,d32266,pos
B313,d32280,pos
B313,d32294,pos
B313,d32308,pos
B313,d32322,pos
B313,d32336,pos
B313,d32350,pos
B313,d32364,pos
B313,d32378,pos
B313,d32392,pos
B313,d32406,pos
B313,d32420,pos
B313,d32434,pos
B313,d32448,pos
B313,d32462,pos
B313,d32476,pos
B313,d32490,pos
B313,d32504,pos
B313,d32518,pos
B313,d32532,pos
B313,d32546,pos
B313,d32560,pos
B313,d32574,pos
B313,d32588,pos
B313,d32602,pos
B313,d32616,pos
B313,d32630,pos
B313,d32644,pos
B313,d32658,pos
B313,d32672,pos
B313,d32686,pos
B313,d32700,pos
B313,d32714,pos
B313,d32728,pos
B313,d32742,pos
B313,d32756,pos
B313,d32043,neg
B313,d32057,neg
B313,d32071,neg
B313,d32085,neg
B313,d32099,neg
B313,d32113,neg
B313,d32127,neg
B313,d32141,neg
B313,d32155,neg
B313,d32169,neg
B313,d32183,neg
B313,d32197,neg
B313,d32211,neg
B313,d32225,neg
B313,d32239,neg
B313,d32253,neg
B313,d32267,neg
B313,d32281,neg
B313,d32295,neg
B313,d32309,neg
B313,d32323,neg
B313,d32337,neg
B313,d32351,neg
B313,d32365,neg
B313,d32379,neg
B313,d32393,neg
B313,d32407,neg
B313,d32421,neg
B313,d32435,neg
B313,d32449,neg
B313,d32463,neg
B313,d32477,neg
B313,d32491,neg
B313,d32505,neg
B313,d32519,neg
B313,d32533,neg
B313,d32547,neg
B313,d32561,neg
B313,d32575,neg
B313,d32589,neg
B313,d32603,neg
B313,d32617,neg
B313,d32631,neg
B313,d32645,neg
B313,d32659,neg
B313,d32673,neg
B313,d32687,neg
B313,d32701,neg
B313,d32715,neg
B313,d32729,neg
B313,d32743,neg
B313,d32757,neg
B314,d32044,pos
B314,d32058,pos
B314,d32072,pos
B314,d32086,pos
B314,d32100,pos
B314,d32114,pos
B314,d32128,pos
B314,d32142,pos
B314,d32156,pos
B314,d32170,pos
B314,d32184,pos
B314,d32198,pos
B314,d32212,pos
B314,d32226,pos
B314,d32240,pos
B314,d32254,pos
B314,d32268,pos
B314,d32282,pos
B314,d32296,pos
B314,d32310,pos
B314,d32324,pos
B314,d32338,pos
B314,d32352,pos
B314,d32366,pos
B314,d32380,pos
B314,d32394,pos
B314,d32408,pos
B314,d32422,pos
B314,d32436,pos
B314,d32450,pos
B314,d32464,pos
B314,d32478,pos
B314,d32492,pos
B314,d32506,pos
B314,d32520,pos
B314,d32534,pos
B314,d32548,pos
B314,d32562,pos
B314,d32576,pos
B314,d32590,pos
B314,d32604,pos
B314,d32618,pos
B314,d32632,pos
B314,d32646,pos
B314,d32660,pos
B314,d32674,pos
B314,d32688,pos
B314,d32702,pos
B314,d32716,pos
B314,d32730,pos
B314,d32744,pos
B314,d32758,pos
B314,d32045,neg
B314,d32059,neg
B314,d32073,neg
B314,d32087,neg
B314,d32101,neg
B314,d32115,neg
B314,d32129,neg
B314,d32143,neg
B314,d32157,neg
B314,d32171,neg
B314,d32185,neg
B314,d32199,neg
B314,d32213,neg
B314,d32227,neg
B314,d32241,neg
B314,d32255,neg
B314,d32269,neg
B314,d32283,neg
B314,d32297,neg
B314,d32311,neg
B314,d32325,neg
B314,d32339,neg
B314,d32353,neg
B314,d32367,neg
B314,d32381,neg
B314,d32395,neg
B314,d32409,neg
B314,d32423,neg
B314,d32437,neg
B314,d32451,neg
B314,d32465,neg
B314,d32479,neg
B314,d32493,neg
B314,d32507,neg
B314,d32521,neg
B314,d32535,neg
B314,d32549,neg
B314,d32563,neg
B314,d32577,neg
B314,d32591,neg
B314,d32605,neg
B314,d32619,neg
B314,d32633,neg
B314,d32647,neg
B314,d32661,neg
B314,d32675,neg
B314,d32689,neg
B314,d32703,neg
B314,d32717,neg
B314,d32731,neg
B314,d32745,neg
B314,d32759,neg
B315,d32760,pos
B315,d32774,pos
B315,d32788,pos
B315,d32802,pos
B315,d32816,pos
B315,d32830,pos
B315,d32844,pos
B315,d32858,pos
B315,d32872,pos
B315,d32886,pos
B315,d32900,pos
B315,d32914,pos
B315,d32928,pos
B315,d32942,pos
B315,d32956,pos
B315,d32970,pos
B315,d32984,pos
B315,d32998,pos
B315,d33012,pos
B315,d33026,pos
B315,d33040,pos
B315,d33054,pos
B315,d33068,pos
B315,d33082,pos
B315,d33096,pos
B315,d33110,pos
B315,d33124,pos
B315,d33138,pos
B315,d33152,pos
B315,d33166,pos
B315,d33180,pos
B315,d33194,pos
B315,d33208,pos
B315,d33222,pos
B315,d33236,pos
B315,d33250,pos
B315,d33264,pos
B315,d33278,pos
B315,d33292,pos
B315,d33306,pos
B315,d33320,pos
B315,d33334,pos
B315,d33348,pos
B315,d33362,pos
B315,d33376,pos
B315,d33390,pos
B315,d33404,pos
B315,d33418,pos
B315,d33432,pos
B315,d33446,pos
B315,d33460,pos
B315,d33474,pos
B315,d32761,neg
B315,d32775,neg
B315,d32789,neg
B315,d32803,neg
B315,d32817,neg
B315,d32831,neg
B315,d32845,neg
B315,d32859,neg
B315,d32873,neg
B315,d32887,neg
B315,d32901,neg
B315,d32915,neg
B315,d32929,neg
B315,d32943,neg
B315,d32957,neg
B315,d32971,neg
B315,d32985,neg
B315,d32999,neg
B315,d33013,neg
B315,d33027,neg
B315,d33041,neg
B315,d33055,neg
B315,d33069,neg
B315,d33083,neg
B315,d33097,neg
B315,d33111,neg
B315,d33125,neg
B315,d33139,neg
B315,d33153,neg
B315,d33167,neg
B315,d33181,neg
B315,d33195,neg
B315,d33209,neg
B315,d33223,neg
B315,d33237,neg
B315,d33251,neg
B315,d33265,neg
B315,d33279,neg
B315,d33293,neg
B315,d33307,neg
B315,d33321,neg
B315,d33335,neg
B315,d33349,neg
B315,d33363,neg
B315,d33377,neg
B315,d33391,neg
B315,d33405,neg
B315,d33419,neg
B315,d33433,neg
B315,d33447,neg
B315,d33461,neg
B315,d33475,neg
B316,d32762,pos
B316,d32776,pos
B316,d32790,pos
B316,d32804,pos
B316,d32818,pos
B316,d32832,pos
B316,d32846,pos
B316,d32860,pos
B316,d32874,pos
B316,d32888,pos
B316,d32902,pos
B316,d32916,pos
B316,d32930,pos
B316,d32944,pos
B316,d32958,pos
B316,d32972,pos
B316,d32986,pos
B316,d33000,pos
B316,d33014,pos
B316,d33028,pos
B316,d33042,pos
B316,d33056,pos
B316,d33070,pos
B316,d33084,pos
B316,d33098,pos
B316,d33112,pos
B316,d33126,pos
B316,d33140,pos
B316,d33154,pos
B316,d33168,pos
B316,d33182,pos
B316,d33196,pos
B316,d33210,pos
B316,d33224,pos
B316,d33238,pos
B316,d33252,pos
B316,d33266,pos
B316,d33280,pos
B316,d33294,pos
B316,d33308,pos
B316,d33322,pos
B316,d33336,pos
B316,d33350,pos
B316,d33364,pos
B316,d33378,pos
B316,d33392,pos
B316,d33406,pos
B316,d33420,pos
B316,d33434,pos
B316,d33448,pos
B316,d33462,pos
B316,d33476,pos
B316,d32763,neg
B316,d32777,neg
B316,d32791,neg
B316,d32805,neg
B316,d32819,neg
B316,d32833,neg
B316,d32847,neg
B316,d32861,neg
B316,d32875,neg
B316,d32889,neg
B316,d32903,neg
B316,d32917,neg
B316,d32931,neg
B316,d32945,neg
B316,d32959,neg
B316,d32973,neg
B316,d32987,neg
B316,d33001,neg
B316,d33015,neg
B316,d33029,neg
B316,d33043,neg
B316,d33057,neg
B316,d33071,neg
B316,d33085,neg
B316,d33099,neg
B316,d33113,neg
B316,d33127,neg
B316,d33141,neg
B316,d33155,neg
B316,d33169,neg
B316,d33183,neg
B316,d33197,neg
B316,d33211,neg
B316,d33225,neg
B316,d33239,neg
B316,d33253,neg
B316,d33267,neg
B316,d33281,neg
B316,d33295,neg
B316,d33309,neg
B316,d33323,neg
B316,d33337,neg
B316,d33351,neg
B316,d33365,neg
B316,d33379,neg
B316,d33393,neg
B316,d33407,neg
B316,d33421,neg
B316,d33435,neg
B316,d33449,neg
B316,d33463,neg
B316,d33477,neg
B317,d32764,pos
B317,d32778,pos
B317,d32792,pos
B317,d32806,pos
B317,d32820,pos
B317,d32834,pos
B317,d32848,pos
B317,d32862,pos
B317,d32876,pos
B317,d32890,pos
B317,d32904,pos
B317,d32918,pos
B317,d32932,pos
B317,d32946,pos
B317,d32960,pos
B317,d32974,pos
B317,d32988,pos
B317,d33002,pos
B317,d33016,pos
B317,d33030,pos
B317,d33044,pos
B317,d33058,pos
B317,d33072,pos
B317,d33086,pos
B317,d33100,pos
B317,d33114,pos
B317,d33128,pos
B317,d33142,pos
B317,d33156,pos
B317,d33170,pos
B317,d33184,pos
B317,d33198,pos
B317,d33212,pos
B317,d33226,pos
B317,d33240,pos
B317,d33254,pos
B317,d33268,pos
B317,d33282,pos
B317,d33296,pos
B317,d33310,pos
B317,d33324,pos
B317,d33338,pos
B317,d33352,pos
B317,d33366,pos
B317,d33380,pos
B317,d33394,pos
B317,d33408,pos
B317,d33422,pos
B317,d33436,pos
B317,d33450,pos
B317,d33464,pos
B317,d33478,pos
B317,d32765,neg
B317,d32779,neg
B317,d32793,neg
B317,d32807,neg
B317,d32821,neg
B317,d32835,neg
B317,d32849,neg
B317,d32863,neg
B317,d32877,neg
B317,d32891,neg
B317,d32905,neg
B317,d32919,neg
B317,d32933,neg
B317,d32947,neg
B317,d32961,neg
B317,d32975,neg
B317,d32989,neg
B317,d33003,neg
B317,d33017,neg
B317,d33031,neg
B317,d33045,neg
B317,d33059,neg
B317,d33073,neg
B317,d33087,neg
B317,d33101,neg
B317,d33115,neg
B317,d33129,neg
B317,d33143,neg
B317,d33157,neg
B317,d33171,neg
B317,d33185,neg
B317,d33199,neg
B317,d33213,neg
B317,d33227,neg
B317,d33241,neg
B317,d33255,neg
B317,d33269,neg
B317,d33283,neg
B317,d33297,neg
B317,d33311,neg
B317,d33325,neg
B317,d33339,neg
B317,d33353,neg
B317,d33367,neg
B317,d33381,neg
B317,d33395,neg
B317,d33409,neg
B317,d33423,neg
B317,d33437,neg
B317,d33451,neg
B317,d33465,neg
B317,d33479,neg
B318,d32766,pos
B318,d32780,pos
B318,d32794,pos
B318,d32808,pos
B318,d32822,pos
B318,d32836,pos
B318,d32850,pos
B318,d32864,pos
B318,d32878,pos
B318,d32892,pos
B318,d32906,pos
B318,d32920,pos
B318,d32934,pos
B318,d32948,pos
B318,d32962,pos
B318,d32976,pos
B318,d32990,pos
B318,d33004,pos
B318,d33018,pos
B318,d33032,pos
B318,d33046,pos
B318,d33060,pos
B318,d33074,pos
B318,d33088,pos
B318,d33102,pos
B318,d33116,pos
B318,d33130,pos
B318,d33144,pos
B318,d33158,pos
B318,d33172,pos
B318,d33186,pos
B318,d33200,pos
B318,d33214,pos
B318,d33228,pos
B318,d33242,pos
B318,d33256,pos
B318,d33270,pos
B318,d33284,pos
B318,d33298,pos
B318,d33312,pos
B318,d33326,pos
B318,d33340,pos
B318,d33354,pos
B318,d33368,pos
B318,d33382,pos
B318,d33396,pos
B318,d33410,pos
B318,d33424,pos
B318,d33438,pos
B318,d33452,pos
B318,d33466,pos
B318,d33480,pos
B318,d32767,neg
B318,d32781,neg
B318,d32795,neg
B318,d32809,neg
B318,d32823,neg
B318,d32837,neg
B318,d32851,neg
B318,d32865,neg
B318,d32879,neg
B318,d32893,neg
B318,d32907,neg
B318,d32921,neg
B318,d32935,neg
B318,d32949,neg
B318,d32963,neg
B318,d32977,neg
B318,d32991,neg
B318,d33005,neg
B318,d33019,neg
B318,d33033,neg
B318,d33047,neg
B318,d33061,neg
B318,d33075,neg
B318,d33089,neg
B318,d33103,neg
B318,d33117,neg
B318,d33131,neg
B318,d33145,neg
B318,d33159,neg
B318,d33173,neg
B318,d33187,neg
B318,d33201,neg
B318,d33215,neg
B318,d33229,neg
B318,d33243,neg
B318,d33257,neg
B318,d33271,neg
B318,d33285,neg
B318,d33299,neg
B318,d33313,neg
B318,d33327,neg
B318,d33341,neg
B318,d33355,neg
B318,d33369,neg
B318,d33383,neg
B318,d33397,neg
B318,d33411,neg
B318,d33425,neg
B318,d33439,neg
B318,d33453,neg
B318,d33467,neg
B318,d33481,neg
B319,d32768,pos
B319,d32782,pos
B319,d32796,pos
B319,d32810,pos
B319,d32824,pos
B319,d32838,pos
B319,d32852,pos
B319,d32866,pos
B319,d32880,pos
B319,d32894,pos
B319,d32908,pos
B319,d32922,pos
B319,d32936,pos
B319,d32950,pos
B319,d32964,pos
B319,d32978,pos
B319,d32992,pos
B319,d33006,pos
B319,d33020,pos
B319,d33034,pos
B319,d33048,pos
B319,d33062,pos
B319,d33076,pos
B319,d33090,pos
B319,d33104,pos
B319,d33118,pos
B319,d33132,pos
B319,d33146,pos
B319,d33160,pos
B319,d33174,pos
B319,d33188,pos
B319,d33202,pos
B319,d33216,pos
B319,d33230,pos
B319,d33244,pos
B319,d33258,pos
B319,d33272,pos
B319,d33286,pos
B319,d33300,pos
B319,d33314,pos
B319,d33328,pos
B319,d33342,pos
B319,d33356,pos
B319,d33370,pos
B319,d33384,pos
B319,d33398,pos
B319,d33412,pos
B319,d33426,pos
B319,d33440,pos
B319,d33454,pos
B319,d33468,pos
B319,d33482,pos
B319,d32769,neg
B319,d32783,neg
B319,d32797,neg
B319,d32811,neg
B319,d32825,neg
B319,d32839,neg
B319,d32853,neg
B319,d32867,neg
B319,d32881,neg
B319,d32895,neg
B319,d32909,neg
B319,d32923,neg
B319,d32937,neg
B319,d32951,neg
B319,d32965,neg
B319,d32979,neg
B319,d32993,neg
B319,d33007,neg
B319,d33021,neg
B319,d33035,neg
B319,d33049,neg
B319,d33063,neg
B319,d33077,neg
B319,d33091,neg
B319,d33105,neg
B319,d33119,neg
B319,d33133,neg
B319,d33147,neg
B319,d33161,neg
B319,d33175,neg
B319,d33189,neg
B319,d33203,neg
B319,d33217,neg
B319,d33231,neg
B319,d33245,neg
B319,d33259,neg
B319,d33273,neg
B319,d33287,neg
B319,d33301,neg
B319,d33315,neg
B319,d33329,neg
B319,d33343,neg
B319,d33357,neg
B319,d33371,neg
B319,d33385,neg
B319,d33399,neg
B319,d33413,neg
B319,d33427,neg
B319,d33441,neg
B319,d33455,neg
B319,d33469,neg
B319,d33483,neg
B320,d32770,pos
B320,d32784,pos
B320,d32798,pos
B320,d32812,pos
B320,d32826,pos
B320,d32840,pos
B320,d32854,pos
B320,d32868,pos
B320,d32882,pos
B320,d32896,pos
B320,d32910,pos
B320,d32924,pos
B320,d32938,pos
B320,d32952,pos
B320,d32966,pos
B320,d32980,pos
B320,d32994,pos
B320,d33008,pos
B320,d33022,pos
B320,d33036,pos
B320,d33050,pos
B320,d33064,pos
B320,d33078,pos
B320,d33092,pos
B320,d33106,pos
B320,d33120,pos
B320,d33134,pos
B320,d33148,pos
B320,d33162,pos
B320,d33176,pos
B320,d33190,pos
B320,d33204,pos
B320,d33218,pos
B320,d33232,pos
B320,d33246,pos
B320,d33260,pos
B320,d33274,pos
B320,d33288,pos
B320,d33302,pos
B320,d33316,pos
B320,d33330,pos
B320,d33344,pos
B320,d33358,pos
B320,d33372,pos
B320,d33386,pos
B320,d33400,pos
B320,d33414,pos
B320,d33428,pos
B320,d33442,pos
B320,d33456,pos
B320,d33470,pos
B320,d33484,pos
B320,d32771,neg
B320,d32785,neg
B320,d32799,neg
B320,d32813,neg
B320,d32827,neg
B320,d32841,neg
B320,d32855,neg
B320,d32869,neg
B320,d32883,neg
B320,d32897,neg
B320,d32911,neg
B320,d32925,neg
B320,d32939,neg
B320,d32953,neg
B320,d32967,neg
B320,d32981,neg
B320,d32995,neg
B320,d33009,neg
B320,d33023,neg
B320,d33037,neg
B320,d33051,neg
B320,d33065,neg
B320,d33079,neg
B320,d33093,neg
B320,d33107,neg
B320,d33121,neg
B320,d33135,neg
B320,d33149,neg
B320,d33163,neg
B320,d33177,neg
B320,d33191,neg
B320,d33205,neg
B320,d33219,neg
B320,d33233,neg
B320,d33247,neg
B320,d33261,neg
B320,d33275,neg
B320,d33289,neg
B320,d33303,neg
B320,d33317,neg
B320,d33331,neg
B320,d33345,neg
B320,d33359,neg
B320,d33373,neg
B320,d33387,neg
B320,d33401,neg
B320,d33415,neg
B320,d33429,neg
B320,d33443,neg
B320,d33457,neg
B320,d33471,neg
B320,d33485,neg
B321,d32772,pos
B321,d32786,pos
B321,d32800,pos
B321,d32814,pos
B321,d32828,pos
B321,d32842,pos
B321,d32856,pos
B321,d32870,pos
B321,d32884,pos
B321,d32898,pos
B321,d32912,pos
B321,d32926,pos
B321,d32940,pos
B321,d32954,pos
B321,d32968,pos
B321,d32982,pos
B321,d32996,pos
B321,d33010,pos
B321,d33024,pos
B321,d33038,pos
B321,d33052,pos
B321,d33066,pos
B321,d33080,pos
B321,d33094,pos
B321,d33108,pos
B321,d33122,pos
B321,d33136,pos
B321,d33150,pos
B321,d33164,pos
B321,d33178,pos
B321,d33192,pos
B321,d33206,pos
B321,d33220,pos
B321,d33234,pos
B321,d33248,pos
B321,d33262,pos
B321,d33276,pos
B321,d33290,pos
B321,d33304,pos
B321,d33318,pos
B321,d33332,pos
B321,d33346,pos
B321,d33360,pos
B321,d33374,pos
B321,d33388,pos
B321,d33402,pos
B321,d33416,pos
B321,d33430,pos
B321,d33444,pos
B321,d33458,pos
B321,d33472,pos
B321,d33486,pos
B321,d32773,neg
B321,d32787,neg
B321,d32801,neg
B321,d32815,neg
B321,d32829,neg
B321,d32843,neg
B321,d32857,neg
B321,d32871,neg
B321,d32885,neg
B321,d32899,neg
B321,d32913,neg
B321,d32927,neg
B321,d32941,neg
B321,d32955,neg
B321,d32969,neg
B321,d32983,neg
B321,d32997,neg
B321,d33011,neg
B321,d33025,neg
B321,d33039,neg
B321,d33053,neg
B321,d33067,neg
B321,d33081,neg
B321,d33095,neg
B321,d33109,neg
B321,d33123,neg
B321,d33137,neg
B321,d33151,neg
B321,d33165,neg
B321,d33179,neg
B321,d33193,neg
B321,d33207,neg
B321,d33221,neg
B321,d33235,neg
B321,d33249,neg
B321,d33263,neg
B321,d33277,neg
B321,d33291,neg
B321,d33305,neg
B321,d33319,neg
B321,d33333,neg
B321,d33347,neg
B321,d33361,neg
B321,d33375,neg
B321,d33389,neg
B321,d33403,neg
B321,d33417,neg
B321,d33431,neg
B321,d33445,neg
B321,d33459,neg
B321,d33473,neg
B321,d33487,neg
B322,d33488,pos
B322,d33502,pos
B322,d33516,pos
B322,d33530,pos
B322,d33544,pos
B322,d33558,pos
B322,d33572,pos
B322,d33586,pos
B322,d33600,pos
B322,d33614,pos
B322,d33628,pos
B322,d33642,pos
B322,d33656,pos
B322,d33670,pos
B322,d33684,pos
B322,d33698,pos
B322,d33712,pos
B322,d33726,pos
B322,d33740,pos
B322,d33754,pos
B322,d33768,pos
B322,d33782,pos
B322,d33796,pos
B322,d33810,pos
B322,d33824,pos
B322,d33838,pos
B322,d33852,pos
B322,d33866,pos
B322,d33880,pos
B322,d33894,pos
B322,d33908,pos
B322,d33922,pos
B322,d33936,pos
B322,d33950,pos
B322,d33964,pos
B322,d33978,pos
B322,d33992,pos
B322,d34006,pos
B322,d34020,pos
B322,d34034,pos
B322,d34048,pos
B322,d34062,pos
B322,d34076,pos
B322,d34090,pos
B322,d34104,pos
B322,d34118,pos
B322,d34132,pos
B322,d34146,pos
B322,d34160,pos
B322,d34174,pos
B322,d34188,pos
B322,d34202,pos
B322,d33489,neg
