case_id,requirement_id,coverage_value
C013,R007446,3
C013,R007448,4
C013,R007450,6
C013,R007456,4
C013,R007458,3
C013,R007462,3
C013,R007464,3
C013,R007467,3
C013,R007470,4
C013,R007471,5
C013,R007472,4
C013,R007473,1
C013,R007475,11
C013,R007479,5
C013,R007481,4
C013,R007483,5
C013,R007484,7
C013,R007486,2
C013,R007487,7
C013,R007488,3
C013,R007490,3
C013,R007491,1
C013,R007492,2
C013,R007494,2
C013,R007496,1
C013,R007500,2
C013,R007501,11
C013,R007505,1
C013,R007507,7
C013,R007510,3
C013,R007512,2
C013,R007513,1
C013,R007514,1
C013,R007515,5
C013,R007516,4
C013,R007517,5
C013,R007518,3
C013,R007520,2
C013,R007523,4
C013,R007528,6
C013,R007529,4
C013,R007532,1
C013,R007533,6
C013,R007534,3
C014,R000003,2
C014,R000004,7
C014,R000006,4
C014,R000011,7
C014,R000012,4
C014,R000018,12
C014,R000019,3
C014,R000020,6
C014,R000021,7
C014,R000024,7
C014,R000026,2
C014,R000030,3
C014,R000031,3
C014,R000032,5
C014,R000034,3
C014,R000035,10
C014,R000037,1
C014,R000039,2
C014,R000040,7
C014,R000041,1
C014,R000042,1
C014,R000043,5
C014,R000045,1
C014,R000047,3
C014,R000049,2
C014,R000051,2
C014,R000054,4
C014,R000055,4
C014,R000056,2
C014,R000058,1
C014,R000059,6
C014,R000060,2
C014,R000061,15
C014,R000062,4
C014,R000065,3
C014,R000066,6
C014,R000068,1
C014,R000074,1
C014,R000075,2
C014,R000079,3
C014,R000080,2
C014,R000082,4
C014,R000085,3
C014,R000086,1
C014,R000087,3
C014,R000088,4
C014,R000089,3
C014,R000091,3
C014,R000092,3
C014,R000095,2
C014,R000097,5
C014,R000098,4
C014,R000099,1
C014,R000100,3
C014,R000102,10
C014,R000106,14
C014,R000108,5
C014,R000109,4
C014,R000111,3
C014,R000112,1
C014,R000113,9
C014,R000114,4
C014,R000115,2
C014,R000116,2
C014,R000117,11
C014,R000119,12
C014,R000121,1
C014,R000122,1
C014,R000124,1
C014,R000126,12
C014,R000133,6
C014,R000134,1
C014,R000137,3
C014,R000138,2
C014,R000139,2
C014,R000140,5
C014,R000141,7
C014,R000142,3
C014,R000143,8
C014,R000147,4
C014,R000148,2
C014,R000151,4
C014,R000152,6
C014,R000155,6
C014,R000156,12
C014,R000164,8
C014,R000165,2
C014,R000166,13
C014,R000174,2
C014,R000176,3
C014,R000177,8
C014,R000178,8
C014,R000182,4
C014,R000184,4
C014,R000186,8
C014,R000187,7
C014,R000190,6
C014,R000193,2
C014,R000194,4
C014,R000197,2
C014,R000199,1
C014,R000200,9
C014,R000202,1
C014,R000203,6
C014,R000209,3
C014,R000210,8
C014,R000213,13
C014,R000214,3
C014,R000215,2
C014,R000216,5
C014,R000217,2
C014,R000219,1
C014,R000220,1
C014,R000222,3
C014,R000223,3
C014,R000225,1
C014,R000226,10
C014,R000227,3
C014,R000228,2
C014,R000230,13
C014,R000232,6
C014,R000233,9
C014,R000234,1
C014,R000236,1
C014,R000237,5
C014,R000243,3
C014,R000244,2
C014,R000246,11
C014,R000247,1
C014,R000249,5
C014,R000252,5
C014,R000253,3
C014,R000255,10
C014,R000259,6
C014,R000260,8
C014,R000261,7
C014,R000262,5
C014,R000263,1
C014,R000264,3
C014,R000266,1
C014,R000267,1
C014,R000268,7
C014,R000270,2
C014,R000274,11
C014,R000275,6
C014,R000276,4
C014,R000278,4
C014,R000279,12
C014,R000280,2
C014,R000281,6
C014,R000282,1
C014,R000283,4
C014,R000286,5
C014,R000289,3
C014,R000290,2
C014,R000293,8
C014,R000295,4
C014,R000297,1
C014,R000298,4
C014,R000300,7
C014,R000303,3
C014,R000308,2
C014,R000311,4
C014,R000312,12
C014,R000315,4
C014,R000317,6
C014,R000318,4
C014,R000322,3
C014,R000324,1
C014,R000325,11
C014,R000327,6
C014,R000328,4
C014,R000329,1
C014,R000330,3
C014,R000331,3
C014,R000332,3
C014,R000335,15
C014,R000337,4
C014,R000338,9
C014,R000341,3
C014,R000342,3
C014,R000344,4
C014,R000345,4
C014,R000346,1
C014,R000347,2
C014,R000353,11
C014,R000355,2
C014,R000357,1
C014,R000359,3
C014,R000360,6
C014,R000361,1
C014,R000363,9
C014,R000366,3
C014,R000369,2
C014,R000381,2
C014,R000382,1
C014,R000383,5
C014,R000384,5
C014,R000385,2
C014,R000386,6
C014,R000387,3
C014,R000389,4
C014,R000390,1
C014,R000394,2
C014,R000395,1
C014,R000396,4
C014,R000397,3
C014,R000399,5
C014,R000402,15
C014,R000403,5
C014,R000405,5
C014,R000406,6
C014,R000410,1
C014,R000411,10
C014,R000412,2
C014,R000414,3
C014,R000416,4
C014,R000420,3
C014,R000422,13
C014,R000423,3
C014,R000424,2
C014,R000427,3
C014,R000428,1
C014,R000430,15
C014,R000431,3
C014,R000433,14
C014,R000434,1
C014,R000435,3
C014,R000438,2
C014,R000439,3
C014,R000441,6
C014,R000445,13
C014,R000446,2
C014,R000451,2
C014,R000456,12
C014,R000457,10
C014,R000459,5
C014,R000462,3
C014,R000465,9
C014,R000466,9
C014,R000469,2
C014,R000470,5
C014,R000471,2
C014,R000472,15
C014,R000473,15
C014,R000478,1
C014,R000479,7
C014,R000480,2
C014,R000482,8
C014,R000484,1
C014,R000488,3
C014,R000489,10
C014,R000490,1
C014,R000491,7
C014,R000494,2
C014,R000495,3
C014,R000496,10
C014,R000499,7
C014,R000504,1
C014,R000505,11
C014,R000506,4
C014,R000507,14
C014,R000508,1
C014,R000509,6
C014,R000510,12
C014,R000511,2
C014,R000512,2
C014,R000516,3
C014,R000517,7
C014,R000518,1
C014,R000519,4
C014,R000520,3
C014,R000523,2
C014,R000524,2
C014,R000525,4
C014,R000526,5
C014,R000528,7
C014,R000529,5
C014,R000533,2
C014,R000534,2
C014,R000535,2
C014,R000536,2
C014,R000539,3
C014,R000543,6
C014,R000544,3
C014,R000545,5
C014,R000546,13
C014,R000548,8
C014,R000549,11
C014,R000551,4
C014,R000552,2
C014,R000558,7
C014,R000564,5
C014,R000566,5
C014,R000567,5
C014,R000569,6
C014,R000574,1
C014,R000575,2
C014,R000576,5
C014,R000577,5
C014,R000580,9
C014,R000583,1
C014,R000584,5
C014,R000585,4
C014,R000586,12
C014,R000587,2
C014,R000588,1
C014,R000589,8
C014,R000592,1
C014,R000594,7
C014,R000595,14
C014,R000597,14
C014,R000599,14
C014,R000600,2
C014,R000601,2
C014,R000606,7
C014,R000608,3
C014,R000612,1
C014,R000613,14
C014,R000615,3
C014,R000617,7
C014,R000621,2
C014,R000623,3
C014,R000624,4
C014,R000628,11
C014,R000630,3
C014,R000632,4
C014,R000633,4
C014,R000634,3
C014,R000635,4
C014,R000640,5
C014,R000642,1
C014,R000647,1
C014,R000649,3
C014,R000651,1
C014,R000652,5
C014,R000653,11
C014,R000654,2
C014,R000658,2
C014,R000660,3
C014,R000661,1
C014,R000663,7
C014,R000664,6
C014,R000665,11
C014,R000666,7
C014,R000668,7
C014,R000672,1
C014,R000680,2
C014,R000683,5
C014,R000684,4
C014,R000685,3
C014,R000688,4
C014,R000691,3
C014,R000692,8
C014,R000693,12
C014,R000695,6
C014,R000699,11
C014,R000700,1
C014,R000702,2
C014,R000704,3
C014,R000705,4
C014,R000706,5
C014,R000708,7
C014,R000710,2
C014,R000712,14
C014,R000714,1
C014,R000715,6
C014,R000716,6
C014,R000717,5
C014,R000718,3
C014,R000726,2
C014,R000729,5
C014,R000730,2
C014,R000732,2
C014,R000733,2
C014,R000734,3
C014,R000736,2
C014,R000737,2
C014,R000740,1
C014,R000742,8
C014,R000743,6
C014,R000746,8
C014,R000748,6
C014,R000751,4
C014,R000752,1
C014,R000753,4
C014,R000754,5
C014,R000755,14
C014,R000756,4
C014,R000758,15
C014,R000763,14
C014,R000765,10
C014,R000766,10
C014,R000767,4
C014,R000768,5
C014,R000769,1
C014,R000771,6
C014,R000774,3
C014,R000776,8
C014,R000778,7
C014,R000779,4
C014,R000780,4
C014,R000785,1
C014,R000789,1
C014,R000790,5
C014,R000792,1
C014,R000794,3
C014,R000797,2
C014,R000799,3
C014,R000800,4
C014,R000801,2
C014,R000804,2
C014,R000805,2
C014,R000806,1
C014,R000807,8
C014,R000809,7
C014,R000812,6
C014,R000816,1
C014,R000818,13
C014,R000819,11
C014,R000821,6
C014,R000823,2
C014,R000824,2
C014,R000825,14
C014,R000833,2
C014,R000834,11
C014,R000835,2
C014,R000838,12
C014,R000839,2
C014,R000842,5
C014,R000848,5
C014,R000849,4
C014,R000850,1
C014,R000851,13
C014,R000857,2
C014,R000863,4
C014,R000864,2
C014,R000865,3
C014,R000867,2
C014,R000869,4
C014,R000870,3
C014,R000873,3
C014,R000876,2
C014,R000877,3
C014,R000879,4
C014,R000880,2
C014,R000883,3
C014,R000885,1
C014,R000886,6
C014,R000887,14
C014,R000890,3
C014,R000891,10
C014,R000893,3
C014,R000898,2
C014,R000900,14
C014,R000903,6
C014,R000906,2
C014,R000907,4
C014,R000912,2
C014,R000913,2
C014,R000914,6
C014,R000917,7
C014,R000919,2
C014,R000923,1
C014,R000924,4
C014,R000926,7
C014,R000932,1
C014,R000934,3
C014,R000937,4
C014,R000941,10
C014,R000943,10
C014,R000945,8
C014,R000946,1
C014,R000948,2
C014,R000950,1
C014,R000951,7
C014,R000954,3
C014,R000959,8
C014,R000964,1
C014,R000965,2
C014,R000966,5
C014,R000969,2
C014,R000974,5
C014,R000976,5
C014,R000977,4
C014,R000981,4
C014,R000982,4
C014,R000986,1
C014,R000992,4
C014,R000994,2
C014,R000995,4
C014,R000996,4
C014,R000999,6
C014,R001001,1
C014,R001002,3
C014,R001003,1
C014,R001004,12
C014,R001007,1
C014,R001010,7
C014,R001012,6
C014,R001013,2
C014,R001014,2
C014,R001015,7
C014,R001016,2
C014,R001018,2
C014,R001019,6
C014,R001021,7
C014,R001022,9
C014,R001025,6
C014,R001028,6
C014,R001030,5
C014,R001037,8
C014,R001038,6
C014,R001043,7
C014,R001046,1
C014,R001048,2
C014,R001050,4
C014,R001054,10
C014,R001056,2
C014,R001058,1
C014,R001062,5
C014,R001064,9
C014,R001065,2
C014,R001066,2
C014,R001067,3
C014,R001069,2
C014,R001081,2
C014,R001084,5
C014,R001085,7
C014,R001087,1
C014,R001092,11
C014,R001093,2
C014,R001095,2
C014,R001097,2
C014,R001098,8
C014,R001100,1
C014,R001101,13
C014,R001102,2
C014,R001103,7
C014,R001106,2
C014,R001107,11
C014,R001108,10
C014,R001110,6
C014,R001112,1
C014,R001118,4
C014,R001123,8
C014,R001124,6
C014,R001126,7
C014,R001127,7
C014,R001131,5
C014,R001132,3
C014,R001133,4
C014,R001134,3
C014,R001135,4
C014,R001136,10
C014,R001138,7
C014,R001140,2
C014,R001144,13
C014,R001145,5
C014,R001146,9
C014,R001148,3
C014,R001151,1
C014,R001152,1
C014,R001157,5
C014,R001159,4
C014,R001160,8
C014,R001162,7
C014,R001163,15
C014,R001165,3
C014,R001167,2
C014,R001169,3
C014,R001170,1
C014,R001174,2
C014,R001178,4
C014,R001179,12
C014,R001181,1
C014,R001182,9
C014,R001183,14
C014,R001184,4
C014,R001186,9
C014,R001187,5
C014,R001188,3
C014,R001195,5
C014,R001197,7
C014,R001201,3
C014,R001202,13
C014,R001205,1
C014,R001206,6
C014,R001208,1
C014,R001209,3
C014,R001210,3
C014,R001212,11
C014,R001213,11
C014,R001214,1
C014,R001215,9
C014,R001216,5
C014,R001217,1
C014,R001220,1
C014,R001221,5
C014,R001223,3
C014,R001225,4
C014,R001226,4
C014,R001228,5
C014,R001229,12
C014,R001230,3
C014,R001232,4
C014,R001234,1
C014,R001235,6
C014,R001237,1
C014,R001238,5
C014,R001240,11
C014,R001242,6
C014,R001246,10
C014,R001251,4
C014,R001253,8
C014,R001259,6
C014,R001262,13
C014,R001264,5
C014,R001268,2
C014,R001269,5
C014,R001272,8
C014,R001275,8
C014,R001276,5
C014,R001278,3
C014,R001279,3
C014,R001282,5
C014,R001283,3
C014,R001284,1
C014,R001286,5
C014,R001290,10
C014,R001300,3
C014,R001301,2
C014,R001303,9
C014,R001306,2
C014,R001309,7
C014,R001310,1
C014,R001312,6
C014,R001313,3
C014,R001314,1
C014,R001317,4
C014,R001319,2
C014,R001320,4
C014,R001321,3
C014,R001322,1
C014,R001323,9
C014,R001324,1
C014,R001325,1
C014,R001326,3
C014,R001328,7
C014,R001329,6
C014,R001331,7
C014,R001332,2
C014,R001333,1
C014,R001340,1
C014,R001342,15
C014,R001344,5
C014,R001349,3
C014,R001352,4
C014,R001353,8
C014,R001354,5
C014,R001357,4
C014,R001360,2
C014,R001363,9
C014,R001366,7
C014,R001370,2
C014,R001372,2
C014,R001376,3
C014,R001377,7
C014,R001378,1
C014,R001383,4
C014,R001384,1
C014,R001392,2
C014,R001393,7
C014,R001394,9
C014,R001402,7
C014,R001406,4
C014,R001410,10
C014,R001412,5
C014,R001413,7
C014,R001414,2
C014,R001415,4
C014,R001416,3
C014,R001417,2
C014,R001418,3
C014,R001420,7
C014,R001424,4
C014,R001426,4
C014,R001427,9
C014,R001428,3
C014,R001434,8
C014,R001435,7
C014,R001439,6
C014,R001440,10
C014,R001445,2
C014,R001447,5
C014,R001450,14
C014,R001452,7
C014,R001455,2
C014,R001457,5
C014,R001459,3
C014,R001462,5
C014,R001463,3
C014,R001464,5
C014,R001465,2
C014,R001466,10
C014,R001467,1
C014,R001468,2
C014,R001469,9
C014,R001471,4
C014,R001474,6
C014,R001476,6
C014,R001477,6
C014,R001478,2
C014,R001479,5
C014,R001483,4
C014,R001485,2
C014,R001486,4
C014,R001488,11
C014,R001489,1
C014,R001490,5
C014,R001491,2
C014,R001493,7
C014,R001494,5
C014,R001496,7
C014,R001498,7
C014,R001500,3
C014,R001501,5
C014,R001502,4
C014,R001505,1
C014,R001506,5
C014,R001507,3
C014,R001511,7
C014,R001512,6
C014,R001514,7
C014,R001515,5
C014,R001518,9
C014,R001519,15
C014,R001520,3
C014,R001521,4
C014,R001525,6
C014,R001526,3
C014,R001529,5
C014,R001531,11
C014,R001534,1
C014,R001535,3
C014,R001536,6
C014,R001539,9
C014,R001541,7
C014,R001542,4
C014,R001545,2
C014,R001546,1
C014,R001547,7
C014,R001552,8
C014,R001555,4
C014,R001558,1
C014,R001560,6
C014,R001562,9
C014,R001564,1
C014,R001566,6
C014,R001567,2
C014,R001568,3
C014,R001570,1
C014,R001573,8
C014,R001574,6
C014,R001575,2
C014,R001576,2
C014,R001577,3
C014,R001578,15
C014,R001579,4
C014,R001582,2
C014,R001583,4
C014,R001584,5
C014,R001585,12
C014,R001586,2
C014,R001587,10
C014,R001589,5
C014,R001590,8
C014,R001595,15
C014,R001599,7
C014,R001600,7
C014,R001605,6
C014,R001606,12
C014,R001607,8
C014,R001609,2
C014,R001611,3
C014,R001612,5
C014,R001613,5
C014,R001616,3
C014,R001619,5
C014,R001620,5
C014,R001623,3
C014,R001624,3
C014,R001625,6
C014,R001627,15
C014,R001628,2
C014,R001632,5
C014,R001635,1
C014,R001642,8
C014,R001645,5
C014,R001646,5
C014,R001647,7
C014,R001649,4
C014,R001650,5
C014,R001651,5
C014,R001652,2
C014,R001655,2
C014,R001656,8
C014,R001657,1
C014,R001659,5
C014,R001660,11
C014,R001661,6
C014,R001662,2
C014,R001663,3
C014,R001666,8
C014,R001667,1
C014,R001668,7
C014,R001671,9
C014,R001672,12
C014,R001675,5
C014,R001680,7
C014,R001685,3
C014,R001686,4
C014,R001687,8
C014,R001689,3
C014,R001690,4
C014,R001694,1
C014,R001698,5
C014,R001701,2
C014,R001704,7
C014,R001708,4
C014,R001709,2
C014,R001711,4
C014,R001712,3
C014,R001719,4
C014,R001720,2
C014,R001725,3
C014,R001726,9
C014,R001729,2
C014,R001730,1
C014,R001734,15
C014,R001735,4
C014,R001736,11
C014,R001737,5
C014,R001738,3
C014,R001744,3
C014,R001746,2
C014,R001747,4
C014,R001750,3
C014,R001751,2
C014,R001752,2
C014,R001754,2
C014,R001755,3
C014,R001756,9
C014,R001757,6
C014,R001760,8
C014,R001763,1
C014,R001764,5
C014,R001765,4
C014,R001767,2
C014,R001768,5
C014,R001770,1
C014,R001774,6
C014,R001775,2
C014,R001777,1
C014,R001778,11
C014,R001781,3
C014,R001783,5
C014,R001787,2
C014,R001789,11
C014,R001790,2
C014,R001792,2
C014,R001797,3
C014,R001798,7
C014,R001799,3
C014,R001800,1
C014,R001802,1
C014,R001804,3
C014,R001808,10
C014,R001809,5
C014,R001810,4
C014,R001815,4
C014,R001816,8
C014,R001818,4
C014,R001819,2
C014,R001820,7
C014,R001823,8
C014,R001825,4
C014,R001826,5
C014,R001829,12
C014,R001834,12
C014,R001835,7
C014,R001838,1
C014,R001841,1
C014,R001842,6
C014,R001844,1
C014,R001845,1
C014,R001848,2
C014,R001854,3
C014,R001855,2
C014,R001856,1
C014,R001858,1
C014,R001859,2
C014,R001861,2
C014,R001862,11
C014,R001863,1
C014,R001866,1
C014,R001868,5
C014,R001869,4
C014,R001870,3
C014,R001871,3
C014,R001872,1
C014,R001873,1
C014,R001874,1
C014,R001875,6
C014,R001876,6
C014,R001879,2
C014,R001880,2
C014,R001881,2
C014,R001882,1
C014,R001883,1
C014,R001884,3
C014,R001885,4
C014,R001886,2
C014,R001891,7
C014,R001892,3
C014,R001894,1
C014,R001896,3
C014,R001897,3
C014,R001898,2
C014,R001899,5
C014,R001900,4
C014,R001902,2
C014,R001903,4
C014,R001904,2
C014,R001908,4
C014,R001911,7
C014,R001912,5
C014,R001913,5
C014,R001915,4
C014,R001917,15
C014,R001918,3
C014,R001921,2
C014,R001929,14
C014,R001930,1
C014,R001931,4
C014,R001934,6
C014,R001935,10
C014,R001936,5
C014,R001938,5
C014,R001939,4
C014,R001940,4
C014,R001944,1
C014,R001945,1
C014,R001946,1
C014,R001949,2
C014,R001951,2
C014,R001952,1
C014,R001953,1
C014,R001955,4
C014,R001957,2
C014,R001958,14
C014,R001963,5
C014,R001964,5
C014,R001965,4
C014,R001966,2
C014,R001967,3
C014,R001969,1
C014,R001971,2
C014,R001972,14
C014,R001973,3
C014,R001974,7
C014,R001975,11
C014,R001980,1
C014,R001981,1
C014,R001982,5
C014,R001983,3
C014,R001984,6
C014,R001988,3
C014,R001989,2
C014,R001993,3
C014,R001998,4
C014,R001999,2
C014,R002000,2
C014,R002002,5
C014,R002005,1
C014,R002007,2
C014,R002014,1
C014,R002015,3
C014,R002016,10
C014,R002022,7
C014,R002025,6
C014,R002028,7
C014,R002029,6
C014,R002030,9
C014,R002032,6
C014,R002039,2
C014,R002042,2
C014,R002043,9
C014,R002047,11
C014,R002050,6
C014,R002051,5
C014,R002054,2
C014,R002057,1
C014,R002058,15
C014,R002059,3
C014,R002065,5
C014,R002066,7
C014,R002068,5
C014,R002069,9
C014,R002075,4
C014,R002076,3
C014,R002077,6
C014,R002078,1
C014,R002080,4
C014,R002081,6
C014,R002082,2
C014,R002084,3
C014,R002089,2
C014,R002093,6
C014,R002095,1
C014,R002096,2
C014,R002100,10
C014,R002104,1
C014,R002110,7
C014,R002113,4
C014,R002116,7
C014,R002117,6
C014,R002118,2
C014,R002119,9
C014,R002120,1
C014,R002121,6
C014,R002122,6
C014,R002123,2
C014,R002125,1
C014,R002126,6
C014,R002127,3
C014,R002128,1
C014,R002129,4
C014,R002130,15
C014,R002134,3
C014,R002136,4
C014,R002139,5
C014,R002141,2
C014,R002142,1
C014,R002143,9
C014,R002145,4
C014,R002149,7
C014,R002151,6
C014,R002155,12
C014,R002156,3
C014,R002157,4
C014,R002158,2
C014,R002159,4
C014,R002161,14
C014,R002162,1
C014,R002165,15
C014,R002167,5
C014,R002168,6
C014,R002169,2
C014,R002170,6
C014,R002172,6
C014,R002173,8
C014,R002174,7
C014,R002176,2
C014,R002178,5
C014,R002179,5
C014,R002180,1
C014,R002182,2
C014,R002184,11
C014,R002186,5
C014,R002187,4
C014,R002189,12
C014,R002196,2
C014,R002197,6
C014,R002201,11
C014,R002204,3
C014,R002205,6
C014,R002207,2
C014,R002208,15
C014,R002209,7
C014,R002211,5
C014,R002213,4
C014,R002214,2
C014,R002215,1
C014,R002218,1
C014,R002219,1
C014,R002220,4
C014,R002221,8
C014,R002222,3
C014,R002225,10
C014,R002228,6
C014,R002229,5
C014,R002230,8
C014,R002231,3
C014,R002234,4
C014,R002235,4
C014,R002236,6
C014,R002238,3
C014,R002240,4
C014,R002241,4
C014,R002243,1
C014,R002244,1
C014,R002245,3
C014,R002246,1
C014,R002248,3
C014,R002250,4
C014,R002253,3
C014,R002255,1
C014,R002259,8
C014,R002260,1
C014,R002262,6
C014,R002264,2
C014,R002266,8
C014,R002269,1
C014,R002270,2
C014,R002272,5
C014,R002273,10
C014,R002274,8
C014,R002275,1
C014,R002276,4
C014,R002277,2
C014,R002279,1
C014,R002281,1
C014,R002284,10
C014,R002285,1
C014,R002287,6
C014,R002288,9
C014,R002289,7
C014,R002290,7
C014,R002293,6
C014,R002296,11
C014,R002297,1
C014,R002298,8
C014,R002301,1
C014,R002303,5
C014,R002307,2
C014,R002308,2
C014,R002313,2
C014,R002318,1
C014,R002321,3
C014,R002322,5
C014,R002324,13
C014,R002327,7
C014,R002330,10
C014,R002332,5
C014,R002333,2
C014,R002335,12
C014,R002336,1
C014,R002337,2
C014,R002341,1
C014,R002343,5
C014,R002344,11
C014,R002345,2
C014,R002346,7
C014,R002353,7
C014,R002356,5
C014,R002358,3
C014,R002362,8
C014,R002364,3
C014,R002365,1
C014,R002366,14
C014,R002371,1
C014,R002373,4
C014,R002378,6
C014,R002381,8
C014,R002383,4
C014,R002384,4
C014,R002385,7
C014,R002386,1
C014,R002392,4
C014,R002393,6
C014,R002394,2
C014,R002395,7
C014,R002396,8
C014,R002397,15
C014,R002400,2
C014,R002401,4
C014,R002403,2
C014,R002406,5
C014,R002409,1
C014,R002411,1
C014,R002414,2
C014,R002415,6
C014,R002416,6
C014,R002418,4
C014,R002420,5
C014,R002424,6
C014,R002426,5
C014,R002428,1
C014,R002429,1
C014,R002430,3
C014,R002432,3
C014,R002434,1
C014,R002435,2
C014,R002436,7
C014,R002437,3
C014,R002438,11
C014,R002440,5
C014,R002449,3
C014,R002453,5
C014,R002456,5
C014,R002458,7
C014,R002459,5
C014,R002460,3
C014,R002461,7
C014,R002463,5
C014,R002465,2
C014,R002467,3
C014,R002473,5
C014,R002475,11
C014,R002476,15
C014,R002481,2
C014,R002482,5
C014,R002484,1
C014,R002486,3
C014,R002487,8
C014,R002489,4
C014,R002490,3
C014,R002491,4
C014,R002494,2
C014,R002495,7
C014,R002496,3
C014,R002497,1
C014,R002498,13
C014,R002499,2
C014,R002500,9
C014,R002501,7
C014,R002502,1
C014,R002505,1
C014,R002507,1
C014,R002510,3
C014,R002511,4
C014,R002513,2
C014,R002514,1
C014,R002515,13
C014,R002518,10
C014,R002520,2
C014,R002522,15
C014,R002523,4
C014,R002524,6
C014,R002527,5
C014,R002529,3
C014,R002533,1
C014,R002536,1
C014,R002537,8
C014,R002540,4
C014,R002541,1
C014,R002545,7
C014,R002547,10
C014,R002548,2
C014,R002549,2
C014,R002550,7
C014,R002553,1
C014,R002554,2
C014,R002555,11
C014,R002556,9
C014,R002557,1
C014,R002558,1
C014,R002560,6
C014,R002561,1
C014,R002565,6
C014,R002566,8
C014,R002567,6
C014,R002570,1
C014,R002571,1
C014,R002572,8
C014,R002573,14
C014,R002574,1
C014,R002576,2
C014,R002578,3
C014,R002580,4
C014,R002581,5
C014,R002582,5
C014,R002584,4
C014,R002587,6
C014,R002591,11
C014,R002592,3
C014,R002593,1
C014,R002595,10
C014,R002596,2
C014,R002597,4
C014,R002599,4
C014,R002602,3
C014,R002603,3
C014,R002605,2
C014,R002606,3
C014,R002607,2
C014,R002608,4
C014,R002614,1
C014,R002618,2
C014,R002619,5
C014,R002620,1
C014,R002624,12
C014,R002629,1
C014,R002633,3
C014,R002634,6
C014,R002636,6
C014,R002638,4
C014,R002641,3
C014,R002642,1
C014,R002644,1
C014,R002650,7
C014,R002652,12
C014,R002653,4
C014,R002657,7
C014,R002660,10
C014,R002661,5
C014,R002662,15
C014,R002663,3
C014,R002665,2
C014,R002666,11
C014,R002669,8
C014,R002671,13
C014,R002675,9
C014,R002676,1
C014,R002677,9
C014,R002679,6
C014,R002682,4
C014,R002683,2
C014,R002685,8
C014,R002687,3
C014,R002688,5
C014,R002691,6
C014,R002692,3
C014,R002694,13
C014,R002697,2
C014,R002699,1
C014,R002700,12
C014,R002702,1
C014,R002706,2
C014,R002710,1
C014,R002712,6
C014,R002713,3
C014,R002714,4
C014,R002715,5
C014,R002718,1
C014,R002721,2
C014,R002722,7
C014,R002724,3
C014,R002725,5
C014,R002731,15
C014,R002733,14
C014,R002734,1
C014,R002736,14
C014,R002738,2
C014,R002741,6
C014,R002742,6
C014,R002749,5
C014,R002750,4
C014,R002751,3
C014,R002752,1
C014,R002753,4
C014,R002757,1
C014,R002760,1
C014,R002762,5
C014,R002764,2
C014,R002766,1
C014,R002770,8
C014,R002777,14
C014,R002778,3
C014,R002780,15
C014,R002783,12
C014,R002784,1
C014,R002786,5
C014,R002788,8
C014,R002789,11
C014,R002790,7
C014,R002792,2
C014,R002793,2
C014,R002796,10
C014,R002797,7
C014,R002799,5
C014,R002800,2
C014,R002802,3
C014,R002803,12
C014,R002804,1
C014,R002805,2
C014,R002809,9
C014,R002811,3
C014,R002812,10
C014,R002814,3
C014,R002815,6
C014,R002819,3
C014,R002820,3
C014,R002821,2
C014,R002823,11
C014,R002824,1
C014,R002827,9
C014,R002829,4
C014,R002830,2
C014,R002831,2
C014,R002837,3
C014,R002839,1
C014,R002843,1
C014,R002844,6
C014,R002851,5
C014,R002852,5
C014,R002856,3
C014,R002859,4
C014,R002860,4
C014,R002861,2
C014,R002862,14
C014,R002863,14
C014,R002864,2
C014,R002865,4
C014,R002866,2
C014,R002867,3
C014,R002868,2
C014,R002870,15
C014,R002872,9
C014,R002881,3
C014,R002883,3
C014,R002884,6
C014,R002885,9
C014,R002889,5
C014,R002893,3
C014,R002895,10
C014,R002897,9
C014,R002899,2
C014,R002900,3
C014,R002901,5
C014,R002902,5
C014,R002905,2
C014,R002907,1
C014,R002908,1
C014,R002910,1
C014,R002911,10
C014,R002913,2
C014,R002914,4
C014,R002915,1
C014,R002916,2
C014,R002918,3
C014,R002920,5
C014,R002921,12
C014,R002928,2
C014,R002929,8
C014,R002930,2
C014,R002934,3
C014,R002935,8
C014,R002936,8
C014,R002940,1
C014,R002941,2
C014,R002942,1
C014,R002943,2
C014,R002945,2
C014,R002946,10
C014,R002948,6
C014,R002950,14
C014,R002951,2
C014,R002953,11
C014,R002954,3
C014,R002955,4
C014,R002957,10
C014,R002959,5
C014,R002961,2
C014,R002962,11
C014,R002964,1
C014,R002965,5
C014,R002966,3
C014,R002967,3
C014,R002969,4
C014,R002971,2
C014,R002972,11
C014,R002973,4
C014,R002976,15
C014,R002977,2
C014,R002978,9
C014,R002979,8
C014,R002980,3
C014,R002981,1
C014,R002984,3
C014,R002985,5
C014,R002986,3
C014,R002988,14
C014,R002990,7
C014,R002991,1
C014,R002994,8
C014,R003001,3
C014,R003003,3
C014,R003005,5
C014,R003006,4
C014,R003007,4
C014,R003008,2
C014,R003010,5
C014,R003011,5
C014,R003012,2
C014,R003014,3
C014,R003015,4
C014,R003016,5
C014,R003017,3
C014,R003021,1
C014,R003024,11
C014,R003027,1
C014,R003028,6
C014,R003029,5
C014,R003036,4
C014,R003037,9
C014,R003038,15
C014,R003039,3
C014,R003040,3
C014,R003041,1
C014,R003043,12
C014,R003044,2
C014,R003045,3
C014,R003048,4
C014,R003049,2
C014,R003050,5
C014,R003052,2
C014,R003053,1
