evidence_id,u_entity_key,v_entity_key,effect_type,agreement_domain,weight,source_type,direction_recorded,confidence_bucket,qc_flag
4076,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4077,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4078,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4079,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4080,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4081,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4082,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4083,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4084,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4085,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4086,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4087,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4088,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4089,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4090,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4091,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4092,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4093,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4094,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4095,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4096,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4097,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4098,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4099,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4100,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4101,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4102,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4103,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4104,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4105,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4106,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4107,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4108,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4109,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4110,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4111,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4112,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4113,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4114,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4115,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4116,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4117,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4118,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4119,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4120,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4121,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4122,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4123,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4124,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4125,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4126,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4127,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4128,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4129,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4130,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4131,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4132,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4133,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4134,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4135,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4136,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4137,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4138,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4139,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4140,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4141,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4142,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4143,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4144,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4145,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4146,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4147,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4148,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4149,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4150,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4151,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4152,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4153,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4154,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4155,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4156,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4157,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4158,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4159,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4160,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4161,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4162,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4163,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4164,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4165,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4166,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4167,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4168,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4169,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4170,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4171,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4172,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4173,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4174,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4175,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4176,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4177,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4178,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4179,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4180,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4181,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4182,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4183,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4184,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4185,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4186,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4187,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4188,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4189,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4190,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4191,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4192,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4193,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4194,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4195,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4196,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4197,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4198,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4199,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4200,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4201,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4202,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4203,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4204,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4205,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4206,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4207,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4208,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4209,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4210,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4211,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4212,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4213,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4214,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4215,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4216,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4217,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4218,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4219,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4220,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4221,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4222,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4223,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4224,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4225,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4226,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4227,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4228,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4229,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4230,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4231,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4232,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4233,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4234,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4235,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4236,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4237,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4238,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4239,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4240,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4241,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4242,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4243,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4244,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4245,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4246,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4247,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4248,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4249,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4250,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4251,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4252,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4253,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4254,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4255,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4256,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4257,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4258,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4259,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4260,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4261,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4262,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4263,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4264,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4265,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4266,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4267,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4268,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4269,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4270,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4271,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4272,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4273,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4274,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4275,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4276,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4277,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4278,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4279,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4280,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4281,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4282,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4283,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4284,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4285,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4286,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4287,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4288,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4289,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4290,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4291,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4292,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4293,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4294,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4295,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4296,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4297,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4298,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4299,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4300,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4301,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4302,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4303,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4304,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4305,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4306,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4307,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4308,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4309,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4310,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4311,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4312,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4313,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4314,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4315,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4316,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4317,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4318,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4319,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4320,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4321,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4322,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4323,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4324,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4325,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4326,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4327,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4328,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4329,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4330,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4331,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4332,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4333,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4334,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4335,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4336,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4337,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4338,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4339,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4340,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4341,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4342,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4343,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4344,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4345,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,fail
4346,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4347,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,pass
4348,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,pass
4349,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,pass
4350,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4351,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,pass
4352,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4353,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4354,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,review
4355,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,review
4356,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4357,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,review
4358,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,review
4359,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4360,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,review
4361,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,fail
4362,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4363,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,fail
4364,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,fail
4365,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4366,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,fail
4367,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4368,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,pass
4369,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,pass
4370,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,pass
4371,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
4372,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,pass
4373,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4374,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,low,pass
4375,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,review
4376,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,review
4377,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,medium,review
4378,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,review
4379,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,review
4380,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,high,review
4381,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,review
4382,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,fail
4383,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,low,fail
4384,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,low,fail
4385,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,low,fail
4386,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,medium,fail
4387,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,medium,fail
4388,E2003EAA929,E3D6AD060D3,activation,trend,1,experiment,U_to_V,medium,fail
4389,E2003EAA929,E3D6AD060D3,repression,contrast,1,pipeline,V_to_U,high,pass
4390,E2003EAA929,E3D6AD060D3,activation,trend,1,curation,U_to_V,high,pass
4391,E2003EAA929,E3D6AD060D3,repression,contrast,1,database,V_to_U,high,pass
