option_id,pool_id,source_system,confidence,note
opt_02298,pool_07,SYS_C,0.921,
opt_03230,pool_08,SYS_A,0.927,
opt_03468,pool_09,SYS_B,0.777,
opt_01191,pool_05,SYS_A,0.737,
opt_04321,pool_06,SYS_B,0.676,
opt_00256,pool_07,SYS_C,0.722,
opt_02471,pool_08,SYS_B,0.679,
opt_00565,pool_09,SYS_A,0.774,
opt_02880,pool_05,SYS_C,0.905,
opt_00070,pool_06,SYS_A,0.863,
opt_04212,pool_07,SYS_B,0.939,
opt_04228,pool_08,SYS_B,0.86,
opt_03405,pool_09,SYS_B,0.903,
opt_00996,pool_05,SYS_B,0.743,
opt_00564,pool_06,SYS_B,0.956,
opt_02183,pool_07,SYS_A,0.851,
opt_04602,pool_08,SYS_B,0.938,
opt_04058,pool_09,SYS_B,0.638,
opt_04019,pool_25,SYS_B,0.264,possible_misclassification
opt_03002,pool_06,SYS_C,0.729,
opt_00103,pool_07,SYS_B,0.742,
opt_01289,pool_08,SYS_B,0.655,
opt_01527,pool_09,SYS_B,0.977,
opt_01539,pool_05,SYS_B,0.893,
opt_05029,pool_06,SYS_A,0.963,
opt_02909,pool_07,SYS_A,0.715,
opt_01524,pool_08,SYS_C,0.826,
opt_02011,pool_09,SYS_A,0.808,
opt_02263,pool_05,SYS_A,0.811,
opt_03441,pool_06,SYS_A,0.996,
opt_04215,pool_07,SYS_B,0.684,
opt_02647,pool_08,SYS_B,0.915,
opt_02399,pool_09,SYS_A,0.694,
opt_01654,pool_05,SYS_B,0.716,
opt_03498,pool_06,SYS_C,0.964,
opt_02341,pool_07,SYS_A,0.663,
opt_03480,pool_08,SYS_C,0.791,
opt_00131,pool_09,SYS_A,0.656,
opt_02404,pool_05,SYS_A,0.784,
opt_03968,pool_06,SYS_A,0.94,
opt_03391,pool_07,SYS_C,0.779,
opt_01190,pool_08,SYS_A,0.771,
opt_02966,pool_09,SYS_B,0.736,
opt_04182,pool_05,SYS_A,0.7,
opt_02889,pool_06,SYS_B,0.765,
opt_03067,pool_07,SYS_C,0.712,
opt_03723,pool_08,SYS_C,0.677,
opt_03043,pool_09,SYS_C,0.666,
opt_03070,pool_05,SYS_A,0.903,
opt_01836,pool_06,SYS_B,0.687,
opt_00693,pool_07,SYS_C,0.773,
opt_02317,pool_08,SYS_B,0.661,
opt_04154,pool_09,SYS_B,0.915,
opt_00851,pool_05,SYS_B,0.725,
opt_03208,pool_06,SYS_B,0.809,
opt_03379,pool_07,SYS_C,0.728,
opt_04214,pool_08,SYS_B,0.954,
opt_00517,pool_09,SYS_A,0.947,
opt_01946,pool_05,SYS_C,0.761,
opt_04435,pool_06,SYS_A,0.676,
opt_04595,pool_07,SYS_A,0.831,
opt_04964,pool_08,SYS_C,0.805,
opt_00253,pool_09,SYS_A,0.663,
opt_03998,pool_05,SYS_C,0.663,
opt_00075,pool_09,SYS_A,0.4,possible_misclassification
opt_03778,pool_07,SYS_C,0.989,
opt_00601,pool_08,SYS_B,0.723,
opt_01046,pool_09,SYS_C,0.76,
opt_00441,pool_05,SYS_B,0.638,
opt_03076,pool_06,SYS_B,0.603,
opt_04512,pool_07,SYS_B,0.647,
opt_01370,pool_08,SYS_B,0.741,
opt_03500,pool_09,SYS_B,0.689,
opt_04409,pool_05,SYS_C,0.789,
opt_01450,pool_06,SYS_B,0.721,
opt_04422,pool_07,SYS_A,0.635,
opt_04063,pool_08,SYS_B,0.684,
opt_03840,pool_09,SYS_A,0.97,
opt_00380,pool_05,SYS_A,0.756,
opt_00908,pool_06,SYS_C,0.739,
opt_01681,pool_07,SYS_C,0.706,
opt_04332,pool_08,SYS_C,0.937,
opt_04558,pool_09,SYS_C,0.674,
opt_02581,pool_05,SYS_A,0.856,
opt_00061,pool_06,SYS_C,0.647,
opt_01965,pool_07,SYS_A,0.759,
opt_04223,pool_08,SYS_A,0.997,
opt_03335,pool_09,SYS_C,0.721,
opt_00239,pool_05,SYS_A,0.804,
opt_02074,pool_06,SYS_C,0.674,
opt_04163,pool_07,SYS_B,0.792,
opt_04386,pool_08,SYS_C,0.987,
opt_00915,pool_09,SYS_C,0.673,
opt_03101,pool_05,SYS_C,0.649,
opt_01915,pool_06,SYS_C,0.699,
opt_01741,pool_07,SYS_A,0.996,
opt_05007,pool_08,SYS_C,0.907,
opt_03990,pool_09,SYS_B,0.962,
opt_01503,pool_05,SYS_C,0.872,
opt_03025,pool_06,SYS_A,0.717,
opt_02681,pool_07,SYS_C,0.783,
opt_02490,pool_08,SYS_A,0.74,
opt_01142,pool_09,SYS_C,0.601,
opt_02590,pool_05,SYS_C,0.795,
opt_02733,pool_06,SYS_B,0.719,
opt_02724,pool_07,SYS_A,0.738,
opt_03141,pool_08,SYS_A,0.746,
opt_04672,pool_09,SYS_B,0.818,
opt_03489,pool_05,SYS_A,0.978,
opt_04901,pool_06,SYS_B,0.873,
opt_00529,pool_07,SYS_A,0.853,
opt_02169,pool_08,SYS_B,0.684,
opt_03244,pool_09,SYS_C,0.799,
opt_00658,pool_10,SYS_A,0.743,
opt_00426,pool_11,SYS_B,0.947,
opt_02019,pool_12,SYS_B,0.677,
opt_00593,pool_13,SYS_C,0.843,
opt_05031,pool_14,SYS_B,0.728,
opt_02699,pool_10,SYS_C,0.936,
opt_02554,pool_11,SYS_A,0.656,
opt_04465,pool_12,SYS_B,0.822,
opt_02567,pool_13,SYS_A,0.958,
opt_00770,pool_14,SYS_B,0.728,
opt_04860,pool_10,SYS_A,0.758,
opt_04320,pool_11,SYS_B,0.957,
opt_04733,pool_12,SYS_B,0.653,
opt_04440,pool_13,SYS_A,0.951,
opt_01087,pool_14,SYS_C,0.889,
opt_01604,pool_10,SYS_B,0.673,
opt_03889,pool_11,SYS_B,0.638,
opt_01067,pool_12,SYS_C,0.697,
opt_00234,pool_13,SYS_B,0.865,
opt_03042,pool_14,SYS_A,0.785,
opt_04951,pool_10,SYS_C,0.938,
opt_01438,pool_11,SYS_C,0.938,
opt_03937,pool_12,SYS_A,0.645,
opt_00043,pool_13,SYS_A,0.666,
opt_02612,pool_14,SYS_A,0.818,
opt_01606,pool_10,SYS_A,0.857,
opt_04587,pool_11,SYS_C,0.917,
opt_00629,pool_12,SYS_B,0.812,
opt_04254,pool_13,SYS_B,0.823,
opt_03367,pool_14,SYS_A,0.757,
opt_03360,pool_10,SYS_C,0.851,
opt_04627,pool_11,SYS_B,0.798,
opt_01469,pool_12,SYS_B,0.624,
opt_03241,pool_13,SYS_A,0.838,
opt_02984,pool_14,SYS_B,0.833,
opt_02520,pool_10,SYS_C,0.918,
opt_03479,pool_11,SYS_C,0.742,
opt_00335,pool_12,SYS_C,0.711,
opt_00899,pool_13,SYS_A,0.816,
opt_03701,pool_14,SYS_C,0.816,
opt_01219,pool_10,SYS_C,0.875,
opt_03626,pool_11,SYS_B,0.639,
opt_00485,pool_12,SYS_A,0.681,
opt_04868,pool_13,SYS_B,0.853,
opt_02549,pool_14,SYS_C,0.941,
opt_02607,pool_31,SYS_C,0.396,possible_misclassification
opt_00129,pool_11,SYS_A,0.783,
opt_04598,pool_12,SYS_C,0.751,
opt_02366,pool_13,SYS_A,0.803,
opt_02562,pool_14,SYS_C,0.697,
opt_04851,pool_10,SYS_A,0.988,
opt_02058,pool_11,SYS_B,0.716,
opt_03753,pool_12,SYS_A,0.972,
opt_00430,pool_13,SYS_C,0.816,
opt_00860,pool_14,SYS_B,0.673,
opt_01424,pool_10,SYS_C,0.918,
opt_01773,pool_11,SYS_A,0.847,
opt_02268,pool_12,SYS_C,0.998,
opt_01926,pool_13,SYS_A,0.659,
opt_03100,pool_14,SYS_C,0.824,
opt_02442,pool_10,SYS_B,0.695,
opt_04406,pool_11,SYS_A,0.614,
opt_04326,pool_12,SYS_B,0.912,
opt_04388,pool_13,SYS_B,0.881,
opt_04115,pool_14,SYS_C,0.971,
opt_04698,pool_10,SYS_A,0.717,
opt_04433,pool_11,SYS_C,0.673,
opt_01738,pool_12,SYS_C,0.791,
opt_04099,pool_13,SYS_B,0.843,
opt_03223,pool_14,SYS_C,0.711,
opt_04539,pool_10,SYS_C,0.874,
opt_04352,pool_11,SYS_B,0.681,
opt_02993,pool_12,SYS_B,0.827,
opt_01362,pool_13,SYS_A,0.716,
opt_02322,pool_14,SYS_A,0.609,
opt_04987,pool_10,SYS_C,0.74,
opt_04075,pool_11,SYS_A,0.843,
opt_04036,pool_12,SYS_C,0.669,
opt_01583,pool_13,SYS_A,0.827,
opt_04800,pool_14,SYS_C,0.677,
opt_00594,pool_10,SYS_C,0.789,
opt_00261,pool_11,SYS_A,0.78,
opt_01262,pool_12,SYS_B,0.796,
opt_04056,pool_13,SYS_B,0.891,
opt_04029,pool_14,SYS_A,0.957,
opt_02920,pool_12,SYS_C,0.165,possible_misclassification
opt_01649,pool_11,SYS_A,0.877,
opt_00056,pool_12,SYS_C,0.708,
opt_01415,pool_13,SYS_A,0.693,
opt_02394,pool_14,SYS_C,0.817,
opt_01091,pool_10,SYS_C,0.728,
opt_04382,pool_11,SYS_A,0.942,
opt_04404,pool_12,SYS_B,0.67,
opt_01934,pool_13,SYS_B,0.838,
opt_00308,pool_14,SYS_B,0.611,
opt_00893,pool_10,SYS_A,1.0,
opt_02878,pool_11,SYS_A,0.754,
opt_00484,pool_12,SYS_C,0.823,
opt_02772,pool_13,SYS_B,0.638,
opt_00393,pool_14,SYS_A,0.884,
opt_04177,pool_10,SYS_C,0.979,
opt_01095,pool_11,SYS_C,0.613,
opt_04313,pool_12,SYS_C,0.711,
opt_03558,pool_13,SYS_B,0.948,
opt_04132,pool_14,SYS_C,0.909,
opt_01726,pool_10,SYS_B,0.623,
opt_03527,pool_11,SYS_C,0.766,
opt_04351,pool_12,SYS_B,0.627,
opt_02129,pool_13,SYS_A,0.814,
opt_04045,pool_14,SYS_B,0.858,
opt_01737,pool_10,SYS_C,0.829,
opt_01253,pool_11,SYS_A,0.91,
opt_04812,pool_12,SYS_A,0.733,
opt_03738,pool_13,SYS_A,0.75,
opt_02996,pool_14,SYS_C,0.834,
opt_02824,pool_10,SYS_A,0.999,
opt_03373,pool_11,SYS_B,0.67,
opt_02976,pool_12,SYS_A,0.669,
opt_03785,pool_13,SYS_C,0.908,
opt_03213,pool_14,SYS_A,0.636,
opt_02427,pool_10,SYS_A,0.716,
opt_04629,pool_11,SYS_B,0.875,
opt_03327,pool_12,SYS_B,0.97,
opt_04486,pool_13,SYS_A,0.669,
opt_01151,pool_14,SYS_C,0.655,
opt_01998,pool_10,SYS_C,0.965,
opt_02234,pool_11,SYS_C,0.913,
opt_03844,pool_12,SYS_A,0.74,
opt_02044,pool_13,SYS_A,0.904,
opt_03941,pool_14,SYS_A,0.728,
opt_02292,pool_10,SYS_C,0.725,
opt_02330,pool_11,SYS_C,0.929,
opt_02674,pool_12,SYS_C,0.935,
opt_01264,pool_13,SYS_B,0.891,
opt_02181,pool_14,SYS_B,0.913,
opt_04910,pool_10,SYS_C,0.682,
opt_04232,pool_11,SYS_C,0.878,
opt_00453,pool_12,SYS_C,0.729,
opt_01995,pool_13,SYS_B,0.907,
opt_00672,pool_14,SYS_C,0.87,
opt_04870,pool_10,SYS_A,0.884,
opt_04309,pool_11,SYS_A,0.923,
opt_01215,pool_12,SYS_C,0.782,
opt_00580,pool_13,SYS_C,0.673,
opt_00677,pool_14,SYS_C,0.623,
opt_03994,pool_10,SYS_A,0.65,
opt_01853,pool_11,SYS_B,0.865,
opt_04257,pool_12,SYS_B,0.779,
opt_01077,pool_13,SYS_B,0.922,
opt_03846,pool_14,SYS_C,0.751,
opt_04290,pool_10,SYS_C,0.978,
opt_01081,pool_11,SYS_A,0.61,
opt_02796,pool_12,SYS_C,0.667,
opt_00457,pool_13,SYS_A,0.786,
opt_03929,pool_14,SYS_A,0.658,
opt_02045,pool_10,SYS_B,0.926,
opt_04185,pool_11,SYS_A,0.862,
opt_04798,pool_12,SYS_C,0.742,
opt_04419,pool_13,SYS_B,0.686,
opt_04307,pool_14,SYS_A,0.752,
opt_01584,pool_10,SYS_A,0.92,
opt_02227,pool_11,SYS_A,0.987,
opt_02201,pool_12,SYS_B,0.62,
opt_00384,pool_13,SYS_C,0.933,
opt_02807,pool_14,SYS_B,0.656,
opt_04966,pool_10,SYS_B,0.812,
opt_00072,pool_11,SYS_C,0.77,
opt_02620,pool_12,SYS_C,0.897,
opt_01812,pool_13,SYS_B,0.616,
opt_02872,pool_14,SYS_A,0.733,
opt_03477,pool_10,SYS_A,0.97,
opt_00767,pool_11,SYS_A,0.739,
opt_02033,pool_12,SYS_C,0.99,
opt_02744,pool_13,SYS_B,0.665,
opt_03910,pool_14,SYS_A,0.986,
opt_04193,pool_10,SYS_B,0.883,
opt_04383,pool_11,SYS_C,0.934,
opt_03115,pool_12,SYS_A,0.964,
opt_00876,pool_13,SYS_A,0.693,
opt_02473,pool_14,SYS_C,0.858,
opt_00870,pool_10,SYS_A,0.89,
opt_03054,pool_11,SYS_B,0.693,
opt_01317,pool_12,SYS_A,0.861,
opt_00438,pool_13,SYS_C,0.908,
opt_02505,pool_14,SYS_B,0.942,
opt_03555,pool_10,SYS_C,0.6,
opt_03992,pool_11,SYS_C,0.831,
opt_02954,pool_12,SYS_A,0.885,
opt_01053,pool_13,SYS_B,0.827,
opt_02121,pool_14,SYS_C,0.997,
opt_02761,pool_10,SYS_C,0.911,
opt_04885,pool_11,SYS_A,0.67,
opt_02130,pool_12,SYS_C,0.813,
opt_04426,pool_13,SYS_B,0.844,
opt_04626,pool_14,SYS_B,0.643,
opt_02731,pool_10,SYS_A,0.803,
opt_02643,pool_11,SYS_A,0.727,
opt_03008,pool_12,SYS_C,0.777,
opt_01216,pool_13,SYS_A,0.786,
opt_03576,pool_14,SYS_B,0.805,
opt_01835,pool_10,SYS_C,0.816,
opt_02110,pool_11,SYS_C,0.893,
opt_01436,pool_12,SYS_B,0.696,
opt_04443,pool_13,SYS_B,0.901,
opt_04962,pool_14,SYS_B,0.68,
opt_00518,pool_10,SYS_A,0.842,
opt_04933,pool_11,SYS_C,0.859,
opt_03446,pool_12,SYS_A,0.684,
opt_02134,pool_13,SYS_A,0.685,
opt_01647,pool_14,SYS_A,0.971,
opt_01035,pool_10,SYS_B,0.636,
opt_02763,pool_11,SYS_B,0.673,
opt_01804,pool_12,SYS_C,0.939,
opt_02823,pool_13,SYS_B,0.853,
opt_04916,pool_14,SYS_A,0.941,
opt_04514,pool_10,SYS_A,0.926,
opt_00398,pool_11,SYS_A,0.756,
opt_00573,pool_12,SYS_B,0.818,
opt_03746,pool_13,SYS_C,0.622,
opt_01917,pool_14,SYS_C,0.698,
opt_03896,pool_10,SYS_A,0.969,
opt_00201,pool_11,SYS_A,0.755,
opt_00857,pool_12,SYS_C,0.826,
opt_02678,pool_13,SYS_C,0.766,
opt_02726,pool_14,SYS_A,0.698,
opt_00879,pool_10,SYS_A,0.785,
opt_00535,pool_11,SYS_B,0.856,
opt_04114,pool_12,SYS_B,0.998,
opt_02610,pool_13,SYS_A,0.886,
opt_02958,pool_14,SYS_A,0.613,
opt_01591,pool_10,SYS_A,0.852,
opt_02036,pool_11,SYS_A,0.667,
opt_01684,pool_12,SYS_C,0.805,
opt_00008,pool_13,SYS_B,0.655,
opt_02628,pool_14,SYS_A,0.856,
opt_03601,pool_10,SYS_A,0.738,
opt_02459,pool_11,SYS_C,0.775,
opt_00041,pool_12,SYS_C,0.908,
opt_04523,pool_13,SYS_C,0.736,
opt_02409,pool_14,SYS_A,0.659,
opt_02905,pool_03,SYS_C,0.079,possible_misclassification
opt_02979,pool_11,SYS_C,0.817,
opt_02898,pool_12,SYS_C,0.82,
opt_04002,pool_13,SYS_A,0.618,
opt_03585,pool_14,SYS_C,0.907,
opt_03501,pool_10,SYS_B,0.844,
opt_02054,pool_11,SYS_B,0.731,
opt_01957,pool_12,SYS_A,0.997,
opt_00642,pool_13,SYS_A,0.929,
opt_04393,pool_14,SYS_B,0.986,
opt_00829,pool_10,SYS_A,0.777,
opt_03950,pool_11,SYS_C,0.86,
opt_04134,pool_12,SYS_B,0.81,
opt_03280,pool_13,SYS_B,0.97,
opt_03804,pool_14,SYS_C,0.664,
opt_04300,pool_10,SYS_A,0.806,
opt_04160,pool_12,SYS_A,0.095,possible_misclassification
opt_01273,pool_12,SYS_A,0.705,
opt_01309,pool_13,SYS_C,0.993,
opt_03895,pool_14,SYS_B,0.674,
opt_04186,pool_10,SYS_B,0.914,
opt_04126,pool_11,SYS_C,0.802,
opt_04436,pool_12,SYS_C,0.946,
opt_02392,pool_13,SYS_B,0.975,
opt_02801,pool_14,SYS_C,0.944,
opt_03174,pool_10,SYS_B,0.626,
opt_02104,pool_11,SYS_B,0.712,
opt_03074,pool_12,SYS_C,0.896,
opt_04625,pool_13,SYS_A,0.601,
opt_04557,pool_14,SYS_B,0.732,
opt_04515,pool_10,SYS_C,0.823,
opt_03534,pool_11,SYS_A,0.773,
opt_04085,pool_12,SYS_A,0.869,
opt_00164,pool_13,SYS_C,0.942,
opt_00156,pool_14,SYS_B,0.922,
opt_04283,pool_10,SYS_B,0.92,
opt_02439,pool_11,SYS_C,0.815,
opt_01228,pool_12,SYS_C,0.717,
opt_01678,pool_13,SYS_C,0.818,
opt_02205,pool_14,SYS_C,0.649,
opt_00539,pool_16,SYS_A,0.369,possible_misclassification
opt_04273,pool_11,SYS_A,0.834,
opt_02426,pool_12,SYS_C,0.947,
opt_01612,pool_13,SYS_A,0.706,
opt_02017,pool_14,SYS_A,0.703,
opt_02749,pool_10,SYS_A,0.603,
opt_00558,pool_11,SYS_B,0.875,
opt_01595,pool_12,SYS_B,0.905,
opt_01463,pool_13,SYS_C,0.86,
opt_02026,pool_14,SYS_C,0.839,
opt_03782,pool_10,SYS_A,0.861,
opt_04655,pool_11,SYS_B,0.88,
opt_01820,pool_12,SYS_A,0.687,
opt_01026,pool_13,SYS_A,0.996,
opt_03243,pool_14,SYS_A,0.901,
opt_00641,pool_10,SYS_B,0.753,
opt_03590,pool_11,SYS_A,0.785,
opt_02670,pool_12,SYS_C,0.697,
opt_03194,pool_13,SYS_B,0.701,
opt_00711,pool_14,SYS_C,0.748,
opt_02930,pool_10,SYS_B,0.934,
opt_01507,pool_11,SYS_C,0.828,
opt_02683,pool_12,SYS_C,0.868,
opt_01896,pool_13,SYS_C,0.919,
opt_04681,pool_14,SYS_A,0.872,
opt_03632,pool_10,SYS_A,0.709,
opt_01199,pool_11,SYS_B,0.832,
opt_01920,pool_12,SYS_A,0.851,
opt_03523,pool_13,SYS_A,0.904,
opt_03772,pool_14,SYS_B,0.765,
opt_03682,pool_10,SYS_B,0.686,
opt_00718,pool_11,SYS_A,0.814,
opt_02145,pool_12,SYS_A,0.761,
opt_02514,pool_13,SYS_A,0.925,
opt_04902,pool_14,SYS_C,0.603,
opt_00671,pool_10,SYS_A,0.73,
opt_03821,pool_11,SYS_A,0.905,
opt_01975,pool_12,SYS_C,0.953,
opt_04534,pool_13,SYS_A,0.924,
opt_03971,pool_14,SYS_B,0.711,
opt_00739,pool_10,SYS_C,0.877,
opt_03282,pool_00,SYS_C,0.327,possible_misclassification
opt_04481,pool_12,SYS_C,0.885,
opt_00236,pool_13,SYS_C,0.792,
opt_04124,pool_14,SYS_A,0.698,
opt_03988,pool_10,SYS_C,0.837,
opt_01621,pool_11,SYS_C,0.605,
opt_01689,pool_12,SYS_C,0.994,
opt_04004,pool_13,SYS_A,0.973,
opt_01100,pool_14,SYS_B,0.657,
opt_03916,pool_10,SYS_C,0.945,
opt_03072,pool_11,SYS_B,0.986,
opt_03295,pool_12,SYS_B,0.628,
opt_01356,pool_13,SYS_A,0.836,
opt_03346,pool_14,SYS_B,0.663,
opt_02262,pool_10,SYS_B,0.977,
opt_03434,pool_11,SYS_A,0.826,
opt_04448,pool_12,SYS_C,0.948,
opt_03300,pool_13,SYS_C,0.969,
opt_00894,pool_14,SYS_A,0.969,
opt_01872,pool_10,SYS_C,0.748,
opt_03132,pool_11,SYS_C,0.712,
opt_00215,pool_12,SYS_C,0.716,
opt_03242,pool_13,SYS_A,0.717,
opt_00883,pool_14,SYS_A,0.605,
opt_04651,pool_10,SYS_B,0.724,
opt_01840,pool_11,SYS_A,0.841,
opt_02046,pool_12,SYS_B,0.698,
opt_04827,pool_13,SYS_B,0.916,
opt_04298,pool_14,SYS_B,0.656,
opt_04614,pool_10,SYS_B,0.636,
opt_00211,pool_11,SYS_A,0.69,
opt_00617,pool_12,SYS_A,0.625,
opt_00452,pool_13,SYS_B,0.649,
opt_04438,pool_14,SYS_C,0.65,
opt_00824,pool_10,SYS_C,0.665,
opt_03225,pool_11,SYS_A,0.975,
opt_04533,pool_12,SYS_A,0.895,
opt_04095,pool_13,SYS_A,0.976,
opt_02817,pool_14,SYS_C,0.616,
opt_03299,pool_10,SYS_B,0.608,
opt_02779,pool_11,SYS_A,0.99,
opt_00971,pool_12,SYS_B,0.971,
opt_02938,pool_13,SYS_B,0.752,
opt_04834,pool_14,SYS_B,0.973,
opt_02283,pool_10,SYS_A,0.612,
opt_03289,pool_11,SYS_B,0.889,
opt_02534,pool_12,SYS_C,0.982,
opt_00625,pool_13,SYS_A,0.994,
opt_00918,pool_14,SYS_C,0.646,
opt_04942,pool_10,SYS_C,0.707,
opt_02560,pool_11,SYS_B,0.821,
opt_01885,pool_12,SYS_C,0.922,
opt_01453,pool_13,SYS_B,0.864,
opt_01245,pool_14,SYS_C,0.641,
opt_00966,pool_10,SYS_B,0.721,
opt_04123,pool_11,SYS_C,0.622,
opt_02120,pool_12,SYS_C,0.693,
opt_04476,pool_13,SYS_B,0.792,
opt_01268,pool_14,SYS_A,0.974,
opt_00366,pool_10,SYS_A,0.637,
opt_04778,pool_11,SYS_C,0.998,
opt_04690,pool_12,SYS_B,0.844,
opt_02603,pool_13,SYS_A,0.809,
opt_03482,pool_14,SYS_C,0.738,
opt_04569,pool_10,SYS_C,0.803,
opt_04584,pool_11,SYS_C,0.706,
opt_01311,pool_12,SYS_B,0.722,
opt_01180,pool_13,SYS_B,0.772,
opt_01254,pool_14,SYS_A,0.612,
opt_03852,pool_10,SYS_B,0.738,
opt_01721,pool_11,SYS_B,0.75,
opt_02967,pool_12,SYS_C,0.871,
opt_03034,pool_13,SYS_A,0.633,
opt_00556,pool_14,SYS_A,0.654,
opt_02891,pool_10,SYS_B,0.879,
opt_01660,pool_11,SYS_C,0.999,
opt_02627,pool_12,SYS_A,0.731,
opt_04911,pool_13,SYS_C,0.702,
opt_04348,pool_11,SYS_C,0.116,possible_misclassification
opt_01568,pool_10,SYS_B,0.638,
opt_04364,pool_11,SYS_A,0.728,
opt_00568,pool_12,SYS_C,0.64,
opt_04425,pool_13,SYS_B,0.703,
opt_03577,pool_14,SYS_A,0.71,
opt_03277,pool_10,SYS_A,0.787,
opt_02313,pool_11,SYS_C,0.814,
opt_00670,pool_12,SYS_A,0.853,
opt_03183,pool_13,SYS_B,0.628,
opt_03544,pool_14,SYS_A,0.868,
opt_00636,pool_10,SYS_A,0.986,
opt_02161,pool_11,SYS_C,0.818,
opt_03816,pool_12,SYS_C,0.771,
opt_00597,pool_13,SYS_B,0.989,
opt_05019,pool_14,SYS_C,0.607,
opt_00557,pool_10,SYS_A,0.621,
opt_05026,pool_11,SYS_B,0.916,
opt_01019,pool_12,SYS_A,0.949,
opt_01443,pool_13,SYS_B,0.802,
opt_01561,pool_14,SYS_A,0.835,
opt_04574,pool_10,SYS_A,0.949,
opt_00207,pool_11,SYS_B,0.91,
opt_01988,pool_12,SYS_B,0.89,
opt_00743,pool_13,SYS_B,0.621,
opt_03647,pool_14,SYS_C,0.99,
opt_00361,pool_10,SYS_B,0.895,
opt_01914,pool_11,SYS_C,0.967,
opt_00247,pool_12,SYS_A,0.662,
opt_02080,pool_13,SYS_A,0.792,
opt_01401,pool_14,SYS_B,0.688,
opt_02111,pool_10,SYS_A,0.917,
opt_01372,pool_11,SYS_B,0.808,
opt_01182,pool_12,SYS_C,0.897,
opt_00054,pool_13,SYS_B,0.792,
opt_03789,pool_14,SYS_C,0.714,
opt_02138,pool_10,SYS_A,0.61,
opt_04102,pool_11,SYS_A,0.87,
opt_02407,pool_12,SYS_A,0.863,
opt_00488,pool_13,SYS_C,0.79,
opt_00334,pool_14,SYS_C,0.778,
opt_02217,pool_10,SYS_B,0.909,
opt_03279,pool_11,SYS_C,0.764,
opt_02922,pool_12,SYS_A,0.87,
opt_03315,pool_13,SYS_B,0.887,
opt_02349,pool_14,SYS_C,0.768,
opt_01634,pool_10,SYS_C,0.919,
opt_04281,pool_11,SYS_B,0.849,
opt_01278,pool_12,SYS_C,0.759,
opt_03538,pool_13,SYS_B,0.717,
opt_02157,pool_14,SYS_C,0.722,
opt_00035,pool_10,SYS_B,0.714,
opt_02875,pool_11,SYS_A,0.776,
opt_02676,pool_12,SYS_B,0.897,
opt_04775,pool_13,SYS_B,0.656,
opt_04776,pool_14,SYS_A,0.937,
opt_04842,pool_10,SYS_A,0.794,
opt_00062,pool_11,SYS_C,0.742,
opt_02798,pool_12,SYS_A,0.734,
opt_04723,pool_13,SYS_B,0.611,
opt_01686,pool_14,SYS_C,0.762,
opt_00590,pool_10,SYS_C,0.968,
opt_01355,pool_11,SYS_A,0.891,
opt_02592,pool_12,SYS_B,0.897,
opt_02904,pool_13,SYS_C,0.735,
opt_03307,pool_14,SYS_C,0.662,
opt_01785,pool_10,SYS_C,0.947,
opt_00611,pool_11,SYS_A,0.861,
opt_02413,pool_12,SYS_C,0.766,
opt_02220,pool_13,SYS_B,0.957,
opt_03870,pool_14,SYS_C,0.801,
opt_03905,pool_10,SYS_A,0.935,
opt_04717,pool_11,SYS_A,0.876,
opt_00524,pool_12,SYS_A,0.637,
opt_04144,pool_13,SYS_C,0.886,
opt_00603,pool_14,SYS_B,0.612,
opt_00690,pool_10,SYS_C,0.672,
opt_01179,pool_11,SYS_B,0.952,
opt_00400,pool_12,SYS_A,0.752,
opt_03429,pool_13,SYS_A,0.817,
opt_02887,pool_14,SYS_C,0.761,
opt_04748,pool_10,SYS_A,0.6,
opt_03427,pool_11,SYS_A,0.946,
opt_04401,pool_12,SYS_B,0.965,
opt_02833,pool_13,SYS_A,0.923,
opt_04022,pool_14,SYS_A,0.881,
opt_02908,pool_10,SYS_B,0.909,
opt_01601,pool_11,SYS_C,0.814,
opt_03773,pool_12,SYS_A,0.921,
opt_02665,pool_13,SYS_B,0.943,
opt_04960,pool_14,SYS_A,0.864,
opt_03081,pool_10,SYS_C,0.644,
opt_00766,pool_11,SYS_C,0.961,
opt_00016,pool_12,SYS_C,0.609,
opt_03533,pool_13,SYS_C,0.93,
opt_02784,pool_14,SYS_B,0.695,
opt_01867,pool_10,SYS_C,0.731,
opt_03522,pool_11,SYS_C,0.849,
opt_02556,pool_12,SYS_C,0.854,
opt_04874,pool_13,SYS_C,0.772,
opt_00251,pool_14,SYS_B,0.882,
opt_02314,pool_10,SYS_B,0.655,
opt_01856,pool_11,SYS_A,0.729,
opt_01743,pool_12,SYS_B,0.899,
opt_02334,pool_13,SYS_A,0.933,
opt_02539,pool_14,SYS_A,0.728,
opt_00339,pool_10,SYS_A,0.709,
opt_00678,pool_11,SYS_C,0.955,
opt_04850,pool_12,SYS_C,0.969,
opt_01620,pool_13,SYS_A,0.615,
opt_04736,pool_14,SYS_C,0.707,
opt_02660,pool_10,SYS_B,0.625,
opt_04822,pool_11,SYS_B,0.691,
opt_03325,pool_12,SYS_C,0.674,
opt_00262,pool_13,SYS_A,0.651,
opt_03880,pool_14,SYS_A,0.964,
opt_00748,pool_10,SYS_C,0.91,
opt_04069,pool_11,SYS_C,0.635,
opt_00789,pool_12,SYS_C,0.943,
opt_00761,pool_13,SYS_A,0.748,
