option_id,reported_cost,travel_minutes,carbon_kg,sla_risk_band
opt_04951,1.03,52,4.69,LOW
opt_01438,191.54,57,2.24,HIGH
opt_03937,184.65,27,4.45,LOW
opt_00043,35.88,52,17.06,MED
opt_02612,195.28,99,21.91,HIGH
opt_01606,105.55,59,17.37,HIGH
opt_04587,239.99,19,7.89,MED
opt_00629,63.68,102,21.99,HIGH
opt_04254,169.01,53,18.29,HIGH
opt_03367,69.27,73,19.54,LOW
opt_03360,155.61,112,2.45,HIGH
opt_04627,2.8,90,6.96,HIGH
opt_01469,121.02,46,9.55,LOW
opt_03241,142.53,11,10.15,MED
opt_02984,78.43,6,7.93,HIGH
opt_02520,47.54,55,15.92,HIGH
opt_03479,159.8,26,7.57,MED
opt_00335,186.62,40,2.97,HIGH
opt_00899,123.01,77,13.45,MED
opt_03701,155.02,66,4.43,MED
opt_01219,195.74,44,7.07,HIGH
opt_03626,194.76,106,4.25,LOW
opt_00485,22.16,44,24.71,HIGH
opt_04868,148.71,78,21.6,LOW
opt_02549,51.78,83,16.72,HIGH
opt_02607,164.9,36,23.3,MED
opt_00129,67.07,4,5.99,HIGH
opt_04598,177.08,20,9.5,MED
opt_02366,112.49,19,5.08,HIGH
opt_02562,196.88,28,22.74,LOW
opt_04851,32.35,50,12.42,LOW
opt_02058,47.75,4,6.28,MED
opt_03753,176.78,73,15.65,HIGH
opt_00430,245.25,99,5.23,LOW
opt_00860,98.89,89,14.55,HIGH
opt_01424,155.81,117,22.05,HIGH
opt_01773,11.2,94,24.78,LOW
opt_02268,26.65,5,14.02,HIGH
opt_01926,183.56,83,21.22,HIGH
opt_03100,157.55,55,24.51,MED
opt_02442,232.99,120,2.29,LOW
opt_04406,90.26,91,18.54,LOW
opt_04326,98.44,23,2.81,LOW
opt_04388,35.6,77,1.01,MED
opt_04115,0.22,94,12.31,LOW
opt_04698,128.78,7,14.72,LOW
opt_04433,161.42,66,17.19,LOW
opt_01738,57.06,104,15.83,LOW
opt_04099,233.31,61,24.9,LOW
opt_03223,50.66,115,2.57,MED
opt_04539,191.01,38,15.16,HIGH
opt_04352,208.35,9,6.33,LOW
opt_02993,196.99,45,20.49,LOW
opt_01362,207.37,78,6.52,LOW
opt_02322,18.35,4,19.96,MED
opt_04987,178.7,58,18.35,LOW
opt_04075,92.53,81,23.29,HIGH
opt_04036,145.02,29,5.64,MED
opt_01583,91.11,36,20.67,MED
opt_04800,177.14,43,9.0,HIGH
opt_00594,176.86,2,22.31,MED
opt_00261,155.88,88,15.02,MED
opt_01262,64.74,48,13.41,LOW
opt_04056,39.47,35,18.2,LOW
opt_04029,213.51,71,20.77,HIGH
opt_02920,146.75,112,0.24,MED
opt_01649,124.94,20,23.77,MED
opt_00056,240.58,111,2.58,LOW
opt_01415,195.05,91,4.83,LOW
opt_02394,21.77,120,21.62,MED
opt_01091,214.24,82,17.62,HIGH
opt_04382,57.61,69,6.33,HIGH
opt_04404,93.22,29,23.82,LOW
opt_01934,229.96,108,22.97,HIGH
opt_00308,33.42,17,22.47,HIGH
opt_00893,140.95,29,11.17,MED
opt_02878,138.3,13,22.78,HIGH
opt_00484,67.54,1,4.22,LOW
opt_02772,77.88,67,14.21,HIGH
opt_00393,206.13,49,24.17,HIGH
opt_04177,16.94,67,3.38,MED
opt_01095,161.15,38,23.91,HIGH
opt_04313,10.53,22,1.97,HIGH
opt_03558,189.86,83,12.57,HIGH
opt_04132,68.88,7,12.05,MED
opt_01726,95.5,81,11.91,LOW
opt_03527,217.78,80,3.02,HIGH
opt_04351,237.27,50,21.62,HIGH
opt_02129,139.92,111,20.67,LOW
opt_04045,167.16,74,7.75,HIGH
opt_01737,92.79,36,15.02,MED
opt_01253,181.97,40,17.72,LOW
opt_04812,216.45,48,15.68,HIGH
opt_03738,243.58,102,8.79,LOW
opt_02996,225.5,48,4.17,HIGH
opt_02824,247.67,28,24.02,LOW
opt_03373,28.26,51,9.93,HIGH
opt_02976,249.49,53,2.8,HIGH
opt_03785,157.6,51,17.0,MED
opt_03213,158.11,62,1.65,HIGH
opt_02427,98.07,89,19.38,HIGH
opt_04629,200.85,92,7.34,MED
opt_03327,186.61,89,21.59,MED
opt_04486,203.58,119,24.96,LOW
opt_01151,70.04,16,20.56,MED
opt_01998,136.04,11,18.36,MED
opt_02234,135.49,93,4.92,LOW
opt_03844,248.9,15,17.69,LOW
opt_02044,236.09,77,1.11,MED
opt_03941,172.67,49,0.62,MED
opt_02292,206.51,17,16.98,MED
opt_02330,193.41,88,24.52,MED
opt_02674,7.78,10,22.87,LOW
opt_01264,108.99,34,2.98,MED
opt_02181,158.11,106,2.07,HIGH
opt_04910,224.34,79,15.96,MED
opt_04232,41.83,3,24.05,HIGH
opt_00453,180.74,16,9.29,LOW
opt_01995,195.4,4,19.63,LOW
opt_00672,249.17,106,22.31,LOW
opt_04870,160.79,111,3.41,MED
opt_04309,162.55,118,20.2,LOW
opt_01215,99.01,37,21.58,HIGH
opt_00580,166.44,41,4.67,MED
opt_00677,237.43,101,8.51,MED
opt_03994,147.27,73,2.01,LOW
opt_01853,152.51,115,20.11,HIGH
opt_04257,84.31,35,4.96,LOW
opt_01077,192.76,37,8.37,MED
opt_03846,24.42,39,11.53,HIGH
opt_04290,229.99,85,9.25,LOW
opt_01081,213.76,10,24.07,MED
opt_02796,42.45,112,20.65,LOW
opt_00457,53.09,38,14.0,MED
opt_03929,108.96,61,22.99,HIGH
opt_02045,147.75,116,21.71,MED
opt_04185,15.89,63,16.4,LOW
opt_04798,194.6,119,18.21,LOW
opt_04419,81.5,6,7.38,LOW
opt_04307,241.96,59,17.78,MED
opt_01584,132.36,20,13.85,LOW
opt_02227,139.57,84,1.37,MED
opt_02201,109.09,97,4.25,LOW
opt_00384,214.36,92,12.5,HIGH
opt_02807,213.63,18,10.32,LOW
opt_04966,49.66,50,23.79,MED
opt_00072,66.11,115,0.43,MED
opt_02620,103.02,98,14.69,HIGH
opt_01812,213.93,101,14.11,LOW
opt_02872,169.82,50,13.57,HIGH
opt_03477,247.69,59,15.44,MED
opt_00767,77.18,104,23.37,LOW
opt_02033,114.65,35,14.2,LOW
opt_02744,49.6,15,22.53,MED
opt_03910,170.88,34,9.58,LOW
opt_04193,15.85,59,2.0,HIGH
opt_04383,65.36,76,17.19,MED
opt_03115,154.43,76,9.44,MED
opt_00876,23.84,42,0.8,HIGH
opt_02473,89.42,115,24.66,HIGH
opt_00870,182.65,23,8.02,MED
opt_03054,195.4,65,1.64,MED
opt_01317,172.66,31,16.26,LOW
opt_00438,17.92,45,14.63,LOW
opt_02505,223.97,42,24.25,HIGH
opt_03555,87.06,35,12.09,LOW
opt_03992,204.9,112,11.43,MED
opt_02954,199.57,35,5.51,HIGH
opt_01053,123.33,14,24.38,HIGH
opt_02121,119.4,73,4.27,HIGH
opt_02761,81.99,84,11.05,LOW
opt_04885,182.22,77,2.01,HIGH
opt_02130,94.43,111,20.48,LOW
opt_04426,71.75,77,14.59,MED
opt_04626,239.89,16,4.14,LOW
opt_02731,100.49,75,8.4,LOW
opt_02643,188.72,84,20.59,MED
opt_03008,123.64,59,1.24,HIGH
opt_01216,149.79,96,22.38,LOW
opt_03576,93.26,30,12.28,MED
opt_01835,191.78,85,13.53,LOW
opt_02110,101.68,15,3.49,HIGH
opt_01436,39.35,103,1.34,LOW
opt_04443,218.95,115,22.58,HIGH
opt_04962,59.36,44,10.13,LOW
opt_00518,233.97,104,8.88,MED
opt_04933,73.38,73,8.09,MED
opt_03446,185.3,47,9.4,MED
opt_02134,214.45,3,17.77,MED
opt_01647,54.85,49,21.6,HIGH
opt_01035,123.28,64,22.6,HIGH
opt_02763,219.14,37,11.54,HIGH
opt_01804,43.02,110,11.8,LOW
opt_02823,5.66,68,15.9,MED
opt_04916,16.4,48,16.72,HIGH
opt_04514,66.62,91,11.17,HIGH
opt_00398,132.46,85,4.29,HIGH
opt_00573,2.16,74,6.04,HIGH
opt_03746,177.43,49,1.64,LOW
opt_01917,17.16,111,13.46,MED
opt_03896,247.75,29,15.17,LOW
opt_00201,209.49,31,17.95,MED
opt_00857,91.29,51,6.08,LOW
opt_02678,79.62,55,4.5,MED
opt_02726,87.54,17,14.5,HIGH
opt_00879,72.48,24,1.92,MED
opt_00535,206.96,47,24.09,HIGH
opt_04114,158.62,101,24.74,MED
opt_02610,74.44,103,14.6,MED
opt_02958,167.55,105,24.14,LOW
opt_01591,239.52,17,20.55,MED
opt_02036,181.69,65,22.96,MED
opt_01684,129.34,101,24.11,LOW
opt_00008,157.51,27,21.67,LOW
opt_02628,165.61,88,3.15,HIGH
opt_03601,50.43,23,8.99,MED
opt_02459,229.44,118,23.93,MED
opt_00041,57.66,112,8.16,HIGH
opt_04523,33.48,102,6.21,HIGH
opt_02409,248.76,2,17.63,HIGH
opt_02905,188.03,20,14.34,MED
opt_02979,126.1,87,16.21,HIGH
opt_02898,1.86,87,15.68,MED
opt_04002,214.99,51,20.36,HIGH
opt_03585,233.06,101,6.71,LOW
opt_03501,200.37,73,8.22,MED
opt_02054,184.0,37,7.51,LOW
opt_01957,181.68,16,23.01,LOW
opt_00642,35.94,42,15.63,MED
opt_04393,221.33,51,16.18,LOW
opt_00829,57.36,65,10.71,HIGH
opt_03950,184.8,97,0.36,LOW
opt_04134,188.34,106,1.3,LOW
opt_03280,226.42,88,8.85,MED
opt_03804,32.87,66,7.95,LOW
opt_04300,25.0,11,6.37,LOW
opt_04160,93.6,113,14.2,LOW
opt_01273,184.45,104,14.9,LOW
opt_01309,147.82,96,6.9,LOW
opt_03895,169.08,78,12.63,LOW
opt_04186,129.36,25,14.98,LOW
opt_04126,178.74,12,5.21,MED
opt_04436,98.36,72,24.18,MED
opt_02392,57.32,23,14.5,HIGH
opt_02801,105.42,65,21.89,MED
opt_03174,221.5,5,18.36,HIGH
opt_02104,37.07,31,8.38,LOW
opt_03074,26.23,76,5.29,LOW
opt_04625,228.59,23,12.39,HIGH
opt_04557,181.03,65,17.34,MED
opt_04515,220.4,100,15.14,LOW
opt_03534,185.53,12,9.97,LOW
opt_04085,63.56,93,12.81,HIGH
opt_00164,166.66,64,12.39,LOW
opt_00156,39.4,63,3.96,LOW
opt_04283,193.28,98,9.0,LOW
opt_02439,227.04,68,21.2,MED
opt_01228,17.45,46,9.73,LOW
opt_01678,148.66,13,3.18,MED
opt_02205,209.54,109,11.44,LOW
opt_00539,211.69,83,7.89,MED
opt_04273,236.16,11,22.25,LOW
opt_02426,79.38,38,11.5,HIGH
opt_01612,231.72,72,13.44,HIGH
opt_02017,188.06,120,18.52,LOW
opt_02749,33.23,61,0.52,MED
opt_00558,24.4,120,11.23,LOW
opt_01595,87.07,83,0.45,HIGH
opt_01463,64.67,34,5.9,MED
opt_02026,191.64,18,9.79,HIGH
opt_03782,237.28,62,0.29,LOW
opt_04655,65.07,37,6.89,HIGH
opt_01820,134.24,71,20.13,MED
opt_01026,104.87,85,8.19,HIGH
opt_03243,21.9,17,18.63,MED
opt_00641,149.28,120,9.12,HIGH
opt_03590,198.17,109,24.15,LOW
opt_02670,6.65,33,16.04,MED
opt_03194,8.49,120,22.4,MED
opt_00711,231.71,71,19.83,MED
opt_02930,179.5,112,14.83,HIGH
opt_01507,54.51,7,24.65,HIGH
opt_02683,9.59,119,18.48,LOW
opt_01896,234.52,43,17.21,LOW
opt_04681,220.36,6,7.71,MED
opt_03632,152.61,18,6.83,HIGH
opt_01199,209.16,34,12.21,HIGH
opt_01920,84.44,53,15.0,MED
opt_03523,145.84,27,13.13,MED
opt_03772,82.21,97,1.48,LOW
opt_03682,32.89,67,3.48,LOW
opt_00718,38.01,17,15.72,LOW
opt_02145,151.35,66,18.1,MED
opt_02514,0.77,3,3.38,MED
opt_04902,195.01,21,14.96,HIGH
opt_00671,40.67,92,11.75,MED
opt_03821,245.73,80,12.36,MED
opt_01975,99.79,105,2.53,MED
opt_04534,163.82,68,21.53,LOW
opt_03971,133.88,3,13.38,LOW
opt_00739,91.33,16,2.25,MED
opt_03282,209.71,80,22.09,LOW
opt_04481,0.5,32,3.95,HIGH
opt_00236,180.58,27,17.25,LOW
opt_04124,212.53,36,12.39,LOW
opt_03988,190.4,36,9.8,HIGH
opt_01621,248.96,53,10.27,LOW
opt_01689,46.4,65,24.12,MED
opt_04004,146.76,29,5.71,HIGH
opt_01100,142.14,57,15.94,MED
opt_03916,95.82,21,18.57,LOW
opt_03072,79.42,119,1.26,HIGH
opt_03295,149.36,34,21.88,LOW
opt_01356,181.19,90,13.86,LOW
opt_03346,103.71,78,6.98,LOW
opt_02262,227.64,46,21.6,MED
opt_03434,225.47,62,3.31,MED
opt_04448,165.63,18,4.5,LOW
opt_03300,126.9,120,5.37,LOW
opt_00894,87.95,21,1.73,HIGH
opt_01872,152.48,89,11.23,HIGH
opt_03132,94.77,81,7.7,HIGH
opt_00215,173.14,84,7.37,LOW
opt_03242,129.62,65,2.82,MED
opt_00883,95.38,26,7.46,LOW
opt_04651,34.93,65,24.17,LOW
opt_01840,124.16,18,12.86,LOW
opt_02046,219.96,35,21.85,HIGH
opt_04827,132.27,112,17.29,MED
opt_04298,41.69,11,0.56,LOW
opt_04614,114.82,85,14.33,HIGH
opt_00211,72.44,76,8.43,MED
opt_00617,157.59,102,18.16,MED
opt_00452,170.12,36,9.45,MED
opt_04438,113.69,82,15.18,LOW
opt_00824,240.37,25,3.43,LOW
opt_03225,167.55,29,22.2,LOW
opt_04533,152.1,32,12.09,HIGH
opt_04095,96.53,4,16.37,HIGH
opt_02817,228.43,36,12.3,HIGH
opt_03299,184.48,83,15.3,HIGH
opt_02779,237.89,12,6.71,HIGH
opt_00971,183.03,87,10.49,HIGH
opt_02938,114.1,110,3.83,HIGH
opt_04834,19.42,60,18.37,MED
opt_02283,126.49,45,19.78,HIGH
opt_03289,208.26,113,2.53,LOW
opt_02534,183.09,51,20.06,LOW
opt_00625,79.58,100,24.51,HIGH
opt_00918,107.03,73,3.52,MED
opt_04942,5.91,66,18.83,MED
opt_02560,213.28,31,1.86,HIGH
opt_01885,168.33,106,12.28,MED
opt_01453,84.28,10,11.17,HIGH
opt_01245,161.29,5,22.52,MED
opt_00966,144.32,116,8.45,HIGH
opt_04123,26.81,115,7.4,LOW
opt_02120,81.08,73,11.87,MED
opt_04476,223.85,36,14.49,LOW
opt_01268,110.01,20,21.24,LOW
opt_00366,94.87,93,7.6,LOW
opt_04778,25.58,90,3.33,MED
opt_04690,12.82,6,18.95,MED
opt_02603,1.72,28,13.92,MED
opt_03482,116.56,50,16.62,LOW
opt_04569,172.62,53,5.0,MED
opt_04584,239.66,109,8.11,HIGH
opt_01311,94.98,59,7.52,HIGH
opt_01180,219.5,54,5.92,MED
opt_01254,92.92,109,9.17,MED
opt_03852,81.26,20,21.71,HIGH
opt_01721,168.06,120,7.25,LOW
opt_02967,129.42,47,11.14,LOW
opt_03034,148.89,94,16.02,HIGH
opt_00556,10.47,13,1.04,MED
opt_02891,2.86,76,15.21,HIGH
opt_01660,153.12,9,10.68,MED
opt_02627,37.76,16,15.37,MED
opt_04911,147.71,5,0.51,MED
opt_04348,122.39,11,3.17,MED
opt_01568,121.91,55,1.42,MED
opt_04364,20.95,96,22.08,LOW
opt_00568,7.1,26,0.93,MED
opt_04425,245.15,78,18.58,MED
opt_03577,143.86,21,5.84,MED
opt_03277,90.42,111,0.17,MED
opt_02313,72.61,40,22.66,HIGH
opt_00670,170.4,83,9.78,LOW
opt_03183,245.73,104,6.9,LOW
opt_03544,45.54,25,2.76,LOW
opt_00636,169.0,114,4.41,MED
opt_02161,53.06,102,19.81,MED
opt_03816,132.42,11,8.35,LOW
opt_00597,68.62,93,12.19,HIGH
opt_05019,21.14,81,10.98,HIGH
opt_00557,199.06,17,7.15,MED
opt_05026,100.22,62,18.29,HIGH
opt_01019,184.55,39,5.08,MED
opt_01443,235.56,56,22.63,HIGH
opt_01561,239.74,113,24.54,LOW
opt_04574,106.34,120,2.44,LOW
opt_00207,240.39,71,10.88,MED
opt_01988,52.37,111,19.41,LOW
opt_00743,38.33,71,12.17,HIGH
opt_03647,193.16,77,11.53,HIGH
opt_00361,95.2,63,22.99,MED
opt_01914,15.58,95,21.4,HIGH
opt_00247,60.5,4,4.75,HIGH
opt_02080,134.89,17,22.11,HIGH
opt_01401,105.83,64,9.51,LOW
opt_02111,114.71,36,9.39,LOW
opt_01372,87.31,104,15.77,MED
opt_01182,150.21,110,19.24,MED
opt_00054,231.58,10,19.3,MED
opt_03789,47.7,60,4.46,LOW
opt_02138,110.46,108,13.01,HIGH
opt_04102,72.2,79,24.95,HIGH
opt_02407,138.5,37,24.64,LOW
opt_00488,183.75,20,2.87,HIGH
opt_00334,110.19,108,20.69,LOW
opt_02217,232.14,43,21.44,LOW
opt_03279,9.56,54,9.45,MED
opt_02922,144.8,26,3.16,MED
opt_03315,178.54,43,22.73,MED
opt_02349,13.6,63,19.96,MED
opt_01634,62.57,82,19.24,LOW
opt_04281,80.61,27,12.64,HIGH
opt_01278,229.61,49,20.24,MED
opt_03538,8.78,99,13.32,LOW
opt_02157,66.02,18,2.97,LOW
opt_00035,206.96,45,6.84,LOW
opt_02875,91.1,1,5.99,MED
opt_02676,104.8,85,9.36,MED
opt_04775,108.31,61,20.19,HIGH
opt_04776,182.42,17,10.58,MED
opt_04842,149.5,67,1.77,HIGH
opt_00062,221.06,91,20.03,LOW
opt_02798,199.89,118,2.85,MED
opt_04723,42.63,7,4.27,LOW
opt_01686,190.46,106,14.3,MED
opt_00590,214.8,20,12.24,HIGH
opt_01355,135.18,115,20.27,MED
opt_02592,104.85,113,8.39,HIGH
opt_02904,153.75,22,15.69,LOW
opt_03307,207.09,119,12.56,LOW
opt_01785,38.44,115,8.95,LOW
opt_00611,149.88,4,17.33,MED
opt_02413,197.73,112,24.15,LOW
opt_02220,155.6,23,5.78,HIGH
opt_03870,171.19,29,23.99,LOW
opt_03905,174.55,41,15.36,HIGH
opt_04717,62.99,70,5.17,HIGH
opt_00524,90.1,98,10.61,MED
opt_04144,95.64,13,2.1,MED
opt_00603,211.05,39,14.02,MED
opt_00690,63.27,42,9.8,MED
opt_01179,151.02,110,22.36,LOW
opt_00400,249.9,88,10.34,MED
opt_03429,186.31,108,12.19,HIGH
opt_02887,118.87,81,18.87,HIGH
opt_04748,193.74,102,22.25,LOW
opt_03427,10.36,107,21.2,MED
opt_04401,244.26,84,7.2,LOW
opt_02833,4.34,119,14.63,HIGH
opt_04022,206.73,26,15.15,HIGH
opt_02908,193.63,47,11.4,MED
opt_01601,215.99,76,17.03,HIGH
opt_03773,118.12,111,2.63,MED
opt_02665,239.68,91,6.7,HIGH
opt_04960,24.23,8,3.74,MED
opt_03081,191.93,104,24.0,LOW
opt_00766,199.72,33,15.12,HIGH
opt_00016,114.02,1,6.6,HIGH
opt_03533,110.43,100,7.29,LOW
opt_02784,157.74,81,16.41,LOW
opt_01867,247.51,72,3.2,MED
opt_03522,53.36,42,4.25,MED
opt_02556,219.31,82,8.01,LOW
opt_04874,228.11,108,1.87,LOW
opt_00251,80.15,26,22.87,LOW
opt_02314,233.39,87,10.9,HIGH
opt_01856,16.76,99,3.86,HIGH
opt_01743,207.76,45,20.82,MED
opt_02334,49.8,106,10.71,MED
opt_02539,184.19,42,1.12,LOW
opt_00339,98.9,46,22.24,MED
opt_00678,61.8,103,15.88,MED
opt_04850,157.62,59,6.55,MED
opt_01620,159.3,32,12.12,HIGH
opt_04736,179.19,108,0.19,MED
opt_02660,133.97,65,15.43,LOW
opt_04822,151.8,79,20.83,MED
opt_03325,22.72,24,9.29,MED
opt_00262,96.35,77,15.57,HIGH
opt_03880,149.85,88,0.15,HIGH
opt_00748,204.92,100,8.27,HIGH
opt_04069,9.21,48,8.0,HIGH
opt_00789,145.97,120,7.34,MED
opt_00761,38.31,25,23.61,HIGH
opt_04923,244.76,12,5.71,LOW
opt_02087,17.41,27,0.44,LOW
opt_03033,134.29,100,22.69,HIGH
opt_02564,202.54,22,16.52,LOW
opt_01881,192.96,14,18.66,LOW
opt_04554,149.73,71,7.29,MED
opt_03890,130.48,84,10.13,MED
opt_03044,211.06,2,23.81,HIGH
opt_03263,186.01,111,23.76,MED
opt_03362,177.62,64,11.46,LOW
opt_03886,114.23,10,6.44,MED
opt_00174,128.73,11,12.08,HIGH
opt_00633,248.81,70,13.9,HIGH
opt_04838,190.65,82,7.22,LOW
opt_01319,206.28,115,11.51,LOW
opt_04060,225.45,110,2.38,LOW
opt_04622,21.26,74,6.93,LOW
opt_03557,197.0,41,5.03,HIGH
opt_01813,12.11,8,19.46,LOW
opt_01462,51.94,73,12.35,HIGH
opt_01747,97.59,118,20.94,MED
opt_02333,186.93,117,13.33,HIGH
opt_00158,232.76,58,23.18,HIGH
opt_02646,246.61,11,23.17,HIGH
opt_05027,200.14,87,4.77,HIGH
opt_04892,7.69,106,10.78,HIGH
opt_01143,247.81,63,22.38,LOW
opt_02070,169.98,49,24.25,MED
opt_04323,70.52,112,13.02,HIGH
opt_04253,208.76,97,14.67,MED
opt_00569,87.86,120,1.71,MED
opt_02112,236.56,1,11.11,LOW
opt_00610,33.29,52,15.71,LOW
opt_01354,168.49,76,11.33,LOW
opt_02360,154.16,102,11.28,HIGH
opt_00685,31.57,63,13.66,MED
opt_00181,17.41,18,10.56,LOW
opt_04043,112.9,52,17.85,MED
opt_02397,69.13,113,5.87,LOW
opt_01197,211.61,5,16.68,HIGH
opt_04721,82.83,52,10.27,HIGH
opt_00827,49.81,84,21.56,HIGH
opt_02500,147.84,84,7.67,LOW
opt_01671,56.18,15,24.29,HIGH
opt_00333,49.6,61,17.8,HIGH
opt_00284,34.52,61,7.65,LOW
opt_02849,37.27,107,5.88,HIGH
opt_01643,20.95,42,18.16,HIGH
opt_01266,105.96,54,13.81,HIGH
opt_00555,235.01,50,6.36,HIGH
opt_00036,127.48,57,10.3,HIGH
opt_01342,154.46,119,3.05,LOW
opt_03292,172.53,80,16.37,LOW
opt_01656,216.7,33,10.4,LOW
opt_01626,118.16,6,13.14,LOW
opt_00776,216.92,49,5.56,LOW
opt_02626,189.03,113,19.83,MED
opt_01251,23.67,8,10.25,HIGH
opt_01160,73.88,112,1.83,LOW
opt_04932,138.02,3,13.78,LOW
opt_03336,234.98,93,20.16,LOW
opt_01544,116.57,63,8.18,MED
opt_01765,76.25,104,20.04,HIGH
opt_00257,45.77,32,24.92,LOW
opt_01876,92.19,20,1.25,HIGH
opt_03337,132.25,66,15.84,MED
opt_04871,137.02,39,18.64,LOW
opt_03111,176.9,10,18.19,LOW
opt_01986,6.07,96,22.5,MED
opt_00351,76.97,95,4.08,HIGH
opt_00505,128.38,25,7.3,MED
opt_01341,208.56,44,11.96,HIGH
opt_02256,108.29,45,5.01,MED
opt_01778,181.43,90,4.95,HIGH
opt_03135,165.83,88,10.69,HIGH
opt_04564,133.43,18,12.6,HIGH
opt_02725,106.75,41,20.67,MED
opt_04599,144.26,11,23.31,HIGH
opt_00081,10.58,49,23.06,MED
opt_01332,231.19,94,1.03,MED
opt_00357,102.33,70,20.02,LOW
opt_04178,13.92,4,15.41,LOW
opt_03802,53.22,19,2.79,MED
opt_04329,206.81,81,9.25,MED
opt_04041,83.38,85,3.52,HIGH
opt_02913,138.88,49,20.93,HIGH
opt_00832,213.91,77,24.5,HIGH
opt_04579,1.23,19,10.22,MED
opt_04216,62.34,104,10.44,HIGH
opt_04600,150.79,43,4.05,HIGH
opt_01274,170.26,80,1.03,HIGH
opt_04094,99.74,32,18.16,LOW
opt_04074,196.13,1,9.94,MED
opt_02319,26.38,101,0.39,LOW
opt_04716,248.28,110,9.97,LOW
opt_03401,232.87,104,20.61,MED
opt_00188,69.0,56,24.33,MED
opt_04664,31.91,103,15.25,LOW
opt_03604,121.41,5,13.47,MED
opt_04502,152.84,11,19.37,MED
opt_02605,249.68,8,23.66,HIGH
opt_05020,189.09,31,20.05,MED
opt_01339,221.12,94,7.29,LOW
opt_01585,98.97,103,8.98,MED
opt_00369,2.88,70,14.37,MED
opt_03618,62.69,29,14.37,LOW
opt_02924,95.37,46,8.46,HIGH
opt_00713,224.12,12,21.94,MED
opt_02585,33.26,72,0.37,LOW
opt_03696,50.13,29,14.63,HIGH
opt_01701,88.72,41,20.84,MED
opt_05030,36.13,96,22.2,LOW
opt_03439,4.9,114,16.1,MED
opt_03948,82.8,14,12.7,HIGH
opt_01076,244.49,47,14.33,LOW
opt_01270,200.39,39,10.15,MED
opt_02939,11.28,65,18.35,MED
opt_01209,167.13,24,24.39,LOW
opt_00012,141.89,49,2.45,HIGH
opt_00202,59.32,84,16.03,MED
opt_02745,73.8,46,14.13,MED
opt_03921,122.77,41,9.33,MED
opt_04200,144.42,78,15.06,MED
opt_04954,20.21,104,11.06,MED
opt_01630,121.8,28,3.79,HIGH
opt_01912,60.04,118,5.12,HIGH
opt_00493,64.24,53,4.26,MED
opt_03690,59.25,52,16.81,LOW
opt_03730,167.63,4,6.72,LOW
opt_02186,60.02,57,1.4,MED
opt_04390,74.77,24,4.08,MED
opt_03598,120.5,103,3.34,MED
opt_03252,78.78,101,12.34,LOW
opt_04441,5.39,99,10.69,LOW
opt_04830,155.77,1,18.4,MED
opt_02957,112.58,20,0.33,HIGH
opt_00435,52.86,53,24.57,MED
opt_04781,232.94,22,10.0,HIGH
opt_04284,45.88,3,12.16,MED
opt_00955,41.27,58,1.81,MED
opt_01410,207.75,68,19.18,HIGH
opt_01196,9.2,113,18.99,HIGH
opt_04877,179.99,58,3.86,HIGH
opt_04250,243.74,114,22.46,LOW
opt_03829,126.35,17,23.8,MED
opt_04754,192.09,109,23.57,HIGH
opt_03907,0.84,85,15.27,HIGH
opt_04031,178.6,58,11.58,HIGH
opt_04705,49.48,48,17.31,LOW
opt_01829,65.22,27,17.93,LOW
opt_03472,109.43,118,9.2,MED
opt_04535,119.77,72,6.6,HIGH
opt_03594,1.77,119,19.19,LOW
opt_04661,196.64,104,15.98,HIGH
opt_03046,89.65,40,2.73,MED
opt_01183,125.69,4,3.16,HIGH
opt_04437,134.41,31,17.4,MED
opt_04925,159.56,10,9.44,HIGH
opt_03037,188.86,28,17.89,LOW
opt_02243,80.23,11,5.22,LOW
opt_00868,232.42,62,23.11,LOW
opt_04192,224.1,63,12.12,LOW
opt_01749,116.16,23,15.07,MED
opt_02753,183.02,90,22.37,MED
opt_01460,148.62,77,15.79,HIGH
opt_01217,52.64,17,14.38,LOW
opt_03922,221.7,112,3.21,MED
opt_00169,230.84,63,3.62,LOW
opt_04141,248.9,108,1.99,HIGH
opt_01071,174.7,11,19.22,MED
opt_02222,149.25,20,12.52,MED
opt_02071,233.76,22,7.35,MED
opt_00528,59.74,120,6.74,MED
opt_02704,179.53,14,13.86,MED
opt_04547,76.52,14,10.7,MED
opt_00274,42.29,92,12.08,MED
opt_02367,27.83,61,15.0,MED
opt_02470,48.11,114,5.81,MED
opt_03342,118.52,8,22.08,LOW
opt_01080,98.16,84,16.91,MED
opt_02914,1.19,114,18.82,LOW
opt_00842,163.34,33,13.64,LOW
opt_02433,219.82,68,24.09,MED
opt_04410,53.63,22,16.12,LOW
opt_00905,20.15,92,7.93,LOW
opt_01345,25.38,90,9.6,HIGH
opt_03878,76.51,91,15.64,LOW
opt_00086,64.0,9,19.77,HIGH
opt_04907,101.76,14,23.72,HIGH
opt_02691,21.88,66,5.54,MED
opt_01328,156.05,15,16.41,LOW
opt_04188,120.65,59,4.45,MED
opt_02139,141.46,7,13.5,LOW
opt_00282,136.37,87,4.23,LOW
opt_03361,194.03,47,19.33,LOW
opt_02417,91.86,118,24.44,LOW
opt_01365,147.48,99,10.46,LOW
opt_01011,161.0,18,14.29,LOW
opt_02347,215.29,50,22.78,LOW
opt_00751,206.82,4,20.78,MED
